benchmarkName time maxStates maxTransitions
rc.1-1-hc-po-4.dft 20 298 574
rc.1-1-sc-po-4.dft 0 12 13
rc.1-10-hc-po-4.dft 141 298 574
rc.1-10-sc-po-4.dft 119 228 442
rc.1-15-hc-po-4.dft 218 298 574
rc.1-15-sc-po-4.dft 189 228 442
rc.1-2-hc-po-4.dft 47 298 574
rc.1-2-sc-po-4.dft 24 228 442
rc.1-20-hc-po-4.dft 264 298 574
rc.1-20-sc-po-4.dft 238 228 442
rc.1-25-hc-po-4.dft 317 298 574
rc.1-25-sc-po-4.dft 294 228 442
rc.1-3-hc-po-4.dft 54 298 574
rc.1-3-sc-po-4.dft 35 228 442
rc.1-30-hc-po-4.dft 385 298 574
rc.1-30-sc-po-4.dft 355 228 442
rc.1-4-hc-po-4.dft 66 298 574
rc.1-4-sc-po-4.dft 48 228 442
rc.1-5-hc-po-4.dft 78 298 574
rc.1-5-sc-po-4.dft 63 228 442
rc.10-1-hc-po-4.dft 20 298 574
rc.10-1-sc-po-4.dft 0 12 13
rc.10-10-hc-po-4.dft 141 298 574
rc.10-10-sc-po-4.dft 120 228 442
rc.15-1-hc-po-4.dft 22 298 574
rc.15-1-sc-po-4.dft 1 12 13
rc.15-15-hc-po-4.dft 197 298 574
rc.15-15-sc-po-4.dft 179 228 442
rc.2-1-hc-po-4.dft 19 298 574
rc.2-1-sc-po-4.dft 0 12 13
rc.2-2-hc-po-4.dft 43 298 574
rc.2-2-sc-po-4.dft 25 228 442
rc.2-3-hc-po-4.dft 58 298 574
rc.2-3-sc-po-4.dft 34 228 442
rc.2-4-hc-po-4.dft 69 298 574
rc.2-4-sc-po-4.dft 49 228 442
rc.20-1-hc-po-4.dft 19 298 574
rc.20-1-sc-po-4.dft 0 12 13
rc.20-20-hc-po-4.dft 260 298 574
rc.20-20-sc-po-4.dft 248 228 442
rc.25-1-hc-po-4.dft 20 298 574
rc.25-1-sc-po-4.dft 1 12 13
rc.25-25-hc-po-4.dft 316 298 574
rc.25-25-sc-po-4.dft 298 228 442
rc.3-1-hc-po-4.dft 21 298 574
rc.3-1-sc-po-4.dft 0 12 13
rc.3-2-hc-po-4.dft 46 298 574
rc.3-2-sc-po-4.dft 23 228 442
rc.3-3-hc-po-4.dft 54 298 574
rc.3-3-sc-po-4.dft 35 228 442
rc.3-4-hc-po-4.dft 67 298 574
rc.3-4-sc-po-4.dft 48 228 442
rc.30-1-hc-po-4.dft 20 298 574
rc.30-1-sc-po-4.dft 0 12 13
rc.30-30-hc-po-4.dft 377 298 574
rc.30-30-sc-po-4.dft 366 228 442
rc.4-1-hc-po-4.dft 21 298 574
rc.4-1-sc-po-4.dft 0 12 13
rc.4-2-hc-po-4.dft 45 298 574
rc.4-2-sc-po-4.dft 26 228 442
rc.4-3-hc-po-4.dft 58 298 574
rc.4-3-sc-po-4.dft 35 228 442
rc.4-4-hc-po-4.dft 68 298 574
rc.4-4-sc-po-4.dft 49 228 442
rc.5-1-hc-po-4.dft 20 298 574
rc.5-1-sc-po-4.dft 0 12 13
rc.5-5-hc-po-4.dft 82 298 574
rc.5-5-sc-po-4.dft 97 228 442
