benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
rc.1-1-hc-po-4.dft 1200000 15 13 9 2 nan
rc.1-1-sc-po-4.dft 1200000 1 0 nan nan nan
rc.1-10-hc-po-4.dft 1140 26 15 10 2 2
rc.1-10-sc-po-4.dft 750 12 2 10 1 1
rc.1-15-hc-po-4.dft 1953 31 15 10 2 2
rc.1-15-sc-po-4.dft 1453 17 2 10 1 1
rc.1-2-hc-po-4.dft 265 18 15 10 2 2
rc.1-2-sc-po-4.dft 109 4 2 10 1 1
rc.1-20-hc-po-4.dft 3047 36 15 10 2 2
rc.1-20-sc-po-4.dft 2391 22 2 10 1 1
rc.1-25-hc-po-4.dft 4312 41 15 10 2 2
rc.1-25-sc-po-4.dft 3746 27 2 10 1 1
rc.1-3-hc-po-4.dft 359 19 15 10 2 2
rc.1-3-sc-po-4.dft 172 5 2 10 1 1
rc.1-30-hc-po-4.dft 5843 46 15 10 2 2
rc.1-30-sc-po-4.dft 5000 32 2 10 1 1
rc.1-4-hc-po-4.dft 421 20 15 10 2 2
rc.1-4-sc-po-4.dft 219 6 2 10 1 1
rc.1-5-hc-po-4.dft 531 21 15 10 2 2
rc.1-5-sc-po-4.dft 281 7 2 10 1 1
rc.10-1-hc-po-4.dft 1200000 126 124 9 2 nan
rc.10-1-sc-po-4.dft 1800000 112 111 nan nan nan
rc.10-10-hc-po-4.dft 2750 137 126 10 2 2
rc.10-10-sc-po-4.dft 2140 123 113 10 1 1
rc.15-1-hc-po-4.dft 1200000 181 179 9 2 nan
rc.15-1-sc-po-4.dft 1800000 167 166 nan nan nan
rc.15-15-hc-po-4.dft 5422 197 181 10 2 2
rc.15-15-sc-po-4.dft 4593 183 168 10 1 1
rc.2-1-hc-po-4.dft 1200000 38 36 9 2 nan
rc.2-1-sc-po-4.dft 1800000 24 23 nan nan nan
rc.2-2-hc-po-4.dft 344 41 38 10 2 2
rc.2-2-sc-po-4.dft 156 27 25 10 1 1
rc.2-3-hc-po-4.dft 437 42 38 10 2 2
rc.2-3-sc-po-4.dft 219 28 25 10 1 1
rc.2-4-hc-po-4.dft 531 43 38 10 2 2
rc.2-4-sc-po-4.dft 282 29 25 10 1 1
rc.20-1-hc-po-4.dft 1200000 236 234 nan nan nan
rc.20-1-sc-po-4.dft 1800000 222 221 nan nan nan
rc.20-20-hc-po-4.dft 9000 257 236 10 2 2
rc.20-20-sc-po-4.dft 7891 243 223 10 1 1
rc.25-1-hc-po-4.dft 1200000 291 289 9 2 nan
rc.25-1-sc-po-4.dft 1800000 277 276 nan nan nan
rc.25-25-hc-po-4.dft 13636 317 291 10 2 2
rc.25-25-sc-po-4.dft 12063 303 278 10 1 1
rc.3-1-hc-po-4.dft 1200000 49 47 nan nan nan
rc.3-1-sc-po-4.dft 1800000 35 34 nan nan nan
rc.3-2-hc-po-4.dft 422 52 49 10 2 2
rc.3-2-sc-po-4.dft 203 38 36 10 1 1
rc.3-3-hc-po-4.dft 546 53 49 10 2 2
rc.3-3-sc-po-4.dft 265 39 36 10 1 1
rc.3-4-hc-po-4.dft 625 54 49 10 2 2
rc.3-4-sc-po-4.dft 359 40 36 10 1 1
rc.30-1-hc-po-4.dft 1200000 346 344 nan nan nan
rc.30-1-sc-po-4.dft 1800000 332 331 nan nan nan
rc.30-30-hc-po-4.dft 18903 377 346 10 2 2
rc.30-30-sc-po-4.dft 17278 363 333 10 1 1
rc.4-1-hc-po-4.dft 1200000 60 58 nan nan nan
rc.4-1-sc-po-4.dft 1800000 46 45 nan nan nan
rc.4-2-hc-po-4.dft 515 63 60 10 2 2
rc.4-2-sc-po-4.dft 266 49 47 10 1 1
rc.4-3-hc-po-4.dft 594 64 60 10 2 2
rc.4-3-sc-po-4.dft 344 50 47 10 1 1
rc.4-4-hc-po-4.dft 718 65 60 10 2 2
rc.4-4-sc-po-4.dft 469 51 47 10 1 1
rc.5-1-hc-po-4.dft 1200000 71 69 9 2 nan
rc.5-1-sc-po-4.dft 1800000 57 56 nan nan nan
rc.5-5-hc-po-4.dft 969 77 71 10 2 2
rc.5-5-sc-po-4.dft 624 63 58 10 1 1
