benchmarkName time maxStates maxTransitions
rc.1-1-hc-repair-po-2.dft 13984 22789 57190
rc.1-1-sc-repair-po-2.dft nan nan nan
rc.1-10-hc-repair-po-2.dft 109 595 979
rc.1-10-sc-repair-po-2.dft 106 595 979
rc.1-15-hc-repair-po-2.dft 158 595 979
rc.1-15-sc-repair-po-2.dft 163 595 979
rc.1-2-hc-repair-po-2.dft 13 595 979
rc.1-2-sc-repair-po-2.dft 11 595 979
rc.1-20-hc-repair-po-2.dft 215 595 979
rc.1-20-sc-repair-po-2.dft 208 595 979
rc.1-25-hc-repair-po-2.dft 255 595 979
rc.1-25-sc-repair-po-2.dft 258 595 979
rc.1-3-hc-repair-po-2.dft 36 595 979
rc.1-3-sc-repair-po-2.dft 33 595 979
rc.1-30-hc-repair-po-2.dft 320 595 979
rc.1-30-sc-repair-po-2.dft 305 595 979
rc.1-4-hc-repair-po-2.dft 50 595 979
rc.1-4-sc-repair-po-2.dft 43 595 979
rc.1-5-hc-repair-po-2.dft 52 595 979
rc.1-5-sc-repair-po-2.dft 60 595 979
rc.10-1-hc-repair-po-2.dft 18 382 727
rc.10-1-sc-repair-po-2.dft 377 2770 6588
rc.10-10-hc-repair-po-2.dft 98 595 979
rc.10-10-sc-repair-po-2.dft 103 595 979
rc.15-1-hc-repair-po-2.dft 19 382 727
rc.15-1-sc-repair-po-2.dft 438 2770 6588
rc.15-15-hc-repair-po-2.dft 179 595 979
rc.15-15-sc-repair-po-2.dft 153 595 979
rc.2-1-hc-repair-po-2.dft 11 382 727
rc.2-1-sc-repair-po-2.dft 323 2770 6588
rc.2-2-hc-repair-po-2.dft 22 595 979
rc.2-2-sc-repair-po-2.dft 22 595 979
rc.2-3-hc-repair-po-2.dft 33 595 979
rc.2-3-sc-repair-po-2.dft 39 595 979
rc.2-4-hc-repair-po-2.dft 51 595 979
rc.2-4-sc-repair-po-2.dft 30 595 979
rc.20-1-hc-repair-po-2.dft 11 382 727
rc.20-1-sc-repair-po-2.dft 438 2770 6588
rc.20-20-hc-repair-po-2.dft 247 595 979
rc.20-20-sc-repair-po-2.dft 223 595 979
rc.25-1-hc-repair-po-2.dft 21 382 727
rc.25-1-sc-repair-po-2.dft 475 2770 6588
rc.25-25-hc-repair-po-2.dft 252 595 979
rc.25-25-sc-repair-po-2.dft 272 595 979
rc.3-1-hc-repair-po-2.dft 10 382 727
rc.3-1-sc-repair-po-2.dft 339 2770 6588
rc.3-2-hc-repair-po-2.dft 22 595 979
rc.3-2-sc-repair-po-2.dft 21 595 979
rc.3-3-hc-repair-po-2.dft 33 595 979
rc.3-3-sc-repair-po-2.dft 33 595 979
rc.3-4-hc-repair-po-2.dft 54 595 979
rc.3-4-sc-repair-po-2.dft 35 595 979
rc.30-1-hc-repair-po-2.dft 25 382 727
rc.30-1-sc-repair-po-2.dft 479 2770 6588
rc.30-30-hc-repair-po-2.dft 299 595 979
rc.30-30-sc-repair-po-2.dft 304 595 979
rc.4-1-hc-repair-po-2.dft 19 382 727
rc.4-1-sc-repair-po-2.dft 374 2770 6588
rc.4-2-hc-repair-po-2.dft 24 595 979
rc.4-2-sc-repair-po-2.dft 13 595 979
rc.4-3-hc-repair-po-2.dft 39 595 979
rc.4-3-sc-repair-po-2.dft 31 595 979
rc.4-4-hc-repair-po-2.dft 41 595 979
rc.4-4-sc-repair-po-2.dft 44 595 979
rc.5-1-hc-repair-po-2.dft 19 382 727
rc.5-1-sc-repair-po-2.dft 386 2770 6588
rc.5-5-hc-repair-po-2.dft 49 595 979
rc.5-5-sc-repair-po-2.dft 55 595 979
