benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
rc.1-1-hc-repair-po-2.dft 53106 1321 13521 0 0 7 1314
rc.1-1-sc-repair-po-2.dft nan nan nan nan nan nan nan
rc.1-10-hc-repair-po-2.dft 647 827 1917 0 0 48 779
rc.1-10-sc-repair-po-2.dft 711 790 1840 0 0 40 750
rc.1-15-hc-repair-po-2.dft 1617 1221 2836 0 0 67 1154
rc.1-15-sc-repair-po-2.dft 964 1185 2760 0 0 60 1125
rc.1-2-hc-repair-po-2.dft 152 194 445 0 0 15 179
rc.1-2-sc-repair-po-2.dft 119 158 368 0 0 8 150
rc.1-20-hc-repair-po-2.dft 1261 1616 3756 0 0 87 1529
rc.1-20-sc-repair-po-2.dft 1236 1580 3680 0 0 80 1500
rc.1-25-hc-repair-po-2.dft 1650 2011 4677 0 0 107 1904
rc.1-25-sc-repair-po-2.dft 1510 1975 4600 0 0 100 1875
rc.1-3-hc-repair-po-2.dft 210 273 629 0 0 19 254
rc.1-3-sc-repair-po-2.dft 222 237 552 0 0 12 225
rc.1-30-hc-repair-po-2.dft 1925 2406 5597 0 0 127 2279
rc.1-30-sc-repair-po-2.dft 1805 2370 5520 0 0 120 2250
rc.1-4-hc-repair-po-2.dft 279 352 812 0 0 23 329
rc.1-4-sc-repair-po-2.dft 256 316 736 0 0 16 300
rc.1-5-hc-repair-po-2.dft 375 431 997 0 0 27 404
rc.1-5-sc-repair-po-2.dft 356 395 920 0 0 20 375
rc.10-1-hc-repair-po-2.dft 125 109 298 0 0 7 102
rc.10-1-sc-repair-po-2.dft 1848 325 1879 0 0 14 311
rc.10-10-hc-repair-po-2.dft 689 826 1916 0 0 47 779
rc.10-10-sc-repair-po-2.dft 650 790 1840 0 0 40 750
rc.15-1-hc-repair-po-2.dft 97 108 295 0 0 6 102
rc.15-1-sc-repair-po-2.dft 1890 325 1879 0 0 14 311
rc.15-15-hc-repair-po-2.dft 956 1221 2836 0 0 67 1154
rc.15-15-sc-repair-po-2.dft 922 1185 2760 0 0 60 1125
rc.2-1-hc-repair-po-2.dft 104 109 298 0 0 7 102
rc.2-1-sc-repair-po-2.dft 2017 325 1879 0 0 14 311
rc.2-2-hc-repair-po-2.dft 148 194 444 0 0 15 179
rc.2-2-sc-repair-po-2.dft 117 158 368 0 0 8 150
rc.2-3-hc-repair-po-2.dft 224 274 629 0 0 20 254
rc.2-3-sc-repair-po-2.dft 210 237 552 0 0 12 225
rc.2-4-hc-repair-po-2.dft 290 352 813 0 0 23 329
rc.2-4-sc-repair-po-2.dft 257 316 736 0 0 16 300
rc.20-1-hc-repair-po-2.dft 93 108 296 0 0 6 102
rc.20-1-sc-repair-po-2.dft 1932 315 1851 0 0 14 301
rc.20-20-hc-repair-po-2.dft 1325 1617 3757 0 0 88 1529
rc.20-20-sc-repair-po-2.dft 1253 1580 3680 0 0 80 1500
rc.25-1-hc-repair-po-2.dft 117 110 298 0 0 8 102
rc.25-1-sc-repair-po-2.dft 1973 314 1849 0 0 14 300
rc.25-25-hc-repair-po-2.dft 1653 2011 4677 0 0 107 1904
rc.25-25-sc-repair-po-2.dft 1558 1975 4600 0 0 100 1875
rc.3-1-hc-repair-po-2.dft 97 110 298 0 0 8 102
rc.3-1-sc-repair-po-2.dft 1843 314 1849 0 0 14 300
rc.3-2-hc-repair-po-2.dft 155 193 444 0 0 14 179
rc.3-2-sc-repair-po-2.dft 120 158 368 0 0 8 150
rc.3-3-hc-repair-po-2.dft 274 273 629 0 0 19 254
rc.3-3-sc-repair-po-2.dft 164 237 552 0 0 12 225
rc.3-4-hc-repair-po-2.dft 289 351 811 0 0 22 329
rc.3-4-sc-repair-po-2.dft 249 316 736 0 0 16 300
rc.30-1-hc-repair-po-2.dft 106 109 297 0 0 7 102
rc.30-1-sc-repair-po-2.dft 1827 324 1877 0 0 14 310
rc.30-30-hc-repair-po-2.dft 1895 2406 5597 0 0 127 2279
rc.30-30-sc-repair-po-2.dft 1985 2370 5520 0 0 120 2250
rc.4-1-hc-repair-po-2.dft 98 108 296 0 0 6 102
rc.4-1-sc-repair-po-2.dft 1810 325 1879 0 0 14 311
rc.4-2-hc-repair-po-2.dft 151 194 444 0 0 15 179
rc.4-2-sc-repair-po-2.dft 128 158 368 0 0 8 150
rc.4-3-hc-repair-po-2.dft 225 274 629 0 0 20 254
rc.4-3-sc-repair-po-2.dft 185 237 552 0 0 12 225
rc.4-4-hc-repair-po-2.dft 305 352 812 0 0 23 329
rc.4-4-sc-repair-po-2.dft 244 316 736 0 0 16 300
rc.5-1-hc-repair-po-2.dft 99 109 298 0 0 7 102
rc.5-1-sc-repair-po-2.dft 1860 315 1851 0 0 14 301
rc.5-5-hc-repair-po-2.dft 328 431 997 0 0 27 404
rc.5-5-sc-repair-po-2.dft 329 395 920 0 0 20 375
