benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
cm_1_1_10_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_1_1_10_sp_x-po-3.dft 16 48 90 0 6 0 42
cm_1_1_11_dp_x-po-3.dft 16 40 75 0 5 0 35
cm_1_1_11_sp_x-po-3.dft 0 32 60 0 4 0 28
cm_1_1_12_dp_x-po-3.dft 0 32 60 0 4 0 28
cm_1_1_12_sp_x-po-3.dft 0 48 90 0 6 0 42
cm_1_1_13_sp_x-po-3.dft 0 64 120 0 8 0 56
cm_1_1_14_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_1_1_2_dp_x-po-3.dft 4938 1927 7834 0 2 1 1924
cm_1_1_2_sp_x-po-3.dft 1859 1004 4073 0 2 1 1001
cm_1_1_3_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_1_1_3_sp_x-po-3.dft 31 24 45 0 3 0 21
cm_1_1_4_dp_x-po-3.dft 0 24 45 0 3 0 21
cm_1_1_4_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_1_1_5_dp_x-po-3.dft 16 32 60 0 4 0 28
cm_1_1_5_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_1_1_6_dp_x-po-3.dft 0 40 75 0 5 0 35
cm_1_1_6_sp_x-po-3.dft 0 32 60 0 4 0 28
cm_1_1_7_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_1_1_7_sp_x-po-3.dft 0 8 15 0 1 0 7
cm_1_1_8_dp_x-po-3.dft 0 24 45 0 3 0 21
cm_1_1_8_sp_x-po-3.dft 0 16 30 0 2 0 14
cm_1_1_9_dp_x-po-3.dft 16 40 75 0 5 0 35
cm_1_1_9_sp_x-po-3.dft 15 72 135 0 9 0 63
cm_2_1_2_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_1_2_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_1_3_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_1_3_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_1_4_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_1_4_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_2_2_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_2_2_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_2_3_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_2_3_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_2_4_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_2_2_4_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_1_2_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_1_2_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_1_3_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_1_3_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_1_4_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_1_4_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_2_2_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_2_2_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_2_3_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_2_3_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_2_4_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_2_4_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_3_2_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_3_2_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_3_3_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_3_3_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_3_4_dp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
cm_3_3_4_sp_x-po-3.dft N/A N/A N/A N/A N/A N/A N/A
