benchmarkName time maxStates maxTransitions
rc.1-1-hc-po-2.dft 297 4025 8739
rc.1-1-sc-po-2.dft 3892 14795 35423
rc.1-10-hc-po-2.dft 16 109 164
rc.1-10-sc-po-2.dft 0 109 164
rc.1-15-hc-po-2.dft 0 109 164
rc.1-15-sc-po-2.dft 0 109 164
rc.1-2-hc-po-2.dft 0 109 164
rc.1-2-sc-po-2.dft 0 109 164
rc.1-20-hc-po-2.dft 0 109 164
rc.1-20-sc-po-2.dft 16 109 164
rc.1-25-hc-po-2.dft 0 109 164
rc.1-25-sc-po-2.dft 46 109 164
rc.1-3-hc-po-2.dft 15 109 164
rc.1-3-sc-po-2.dft 0 109 164
rc.1-30-hc-po-2.dft 16 109 164
rc.1-30-sc-po-2.dft 47 109 164
rc.1-4-hc-po-2.dft 16 109 164
rc.1-4-sc-po-2.dft 0 109 164
rc.1-5-hc-po-2.dft 15 109 164
rc.1-5-sc-po-2.dft 0 109 164
rc.10-1-hc-po-2.dft 0 103 171
rc.10-1-sc-po-2.dft 16 495 1020
rc.10-10-hc-po-2.dft 15 109 164
rc.10-10-sc-po-2.dft 16 109 164
rc.15-1-hc-po-2.dft 0 103 171
rc.15-1-sc-po-2.dft 16 495 1020
rc.15-15-hc-po-2.dft 0 109 164
rc.15-15-sc-po-2.dft 79 109 164
rc.2-1-hc-po-2.dft 0 103 171
rc.2-1-sc-po-2.dft 16 495 1020
rc.2-2-hc-po-2.dft 0 109 164
rc.2-2-sc-po-2.dft 0 109 164
rc.2-3-hc-po-2.dft 0 109 164
rc.2-3-sc-po-2.dft 0 109 164
rc.2-4-hc-po-2.dft 0 109 164
rc.2-4-sc-po-2.dft 0 109 164
rc.20-1-hc-po-2.dft 0 103 171
rc.20-1-sc-po-2.dft 16 495 1020
rc.20-20-hc-po-2.dft 0 109 164
rc.20-20-sc-po-2.dft 16 109 164
rc.25-1-hc-po-2.dft 0 103 171
rc.25-1-sc-po-2.dft 15 495 1020
rc.25-25-hc-po-2.dft 0 109 164
rc.25-25-sc-po-2.dft 15 109 164
rc.3-1-hc-po-2.dft 32 103 171
rc.3-1-sc-po-2.dft 15 495 1020
rc.3-2-hc-po-2.dft 0 109 164
rc.3-2-sc-po-2.dft 16 109 164
rc.3-3-hc-po-2.dft 0 109 164
rc.3-3-sc-po-2.dft 0 109 164
rc.3-4-hc-po-2.dft 0 109 164
rc.3-4-sc-po-2.dft 16 109 164
rc.30-1-hc-po-2.dft 0 103 171
rc.30-1-sc-po-2.dft 15 495 1020
rc.30-30-hc-po-2.dft 47 109 164
rc.30-30-sc-po-2.dft 16 109 164
rc.4-1-hc-po-2.dft 0 103 171
rc.4-1-sc-po-2.dft 15 495 1020
rc.4-2-hc-po-2.dft 0 109 164
rc.4-2-sc-po-2.dft 16 109 164
rc.4-3-hc-po-2.dft 0 109 164
rc.4-3-sc-po-2.dft 0 109 164
rc.4-4-hc-po-2.dft 0 109 164
rc.4-4-sc-po-2.dft 0 109 164
rc.5-1-hc-po-2.dft 15 103 171
rc.5-1-sc-po-2.dft 16 495 1020
rc.5-5-hc-po-2.dft 0 109 164
rc.5-5-sc-po-2.dft 0 109 164
