benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
hecs_1_1-po-1.dft 78 6 5 14 1 1
hecs_2_1-po-1.dft 7407 4 2 34 19 4
hecs_2_2-po-1.dft 7562 4 2 34 19 4
hecs_3_1-po-1.dft 11839 5 2 35 19 8
hecs_3_3-po-1.dft 12510 5 2 35 19 8
hecs_4_1-po-1.dft 15094 6 2 36 19 16
hecs_4_2-po-1.dft 14813 6 2 36 19 16
hecs_4_3-po-1.dft 14856 6 2 36 19 16
hecs_4_4-po-1.dft 15094 6 2 36 19 16
hecs_5_1-po-1.dft 19047 7 2 37 19 32
hecs_5_5-po-1.dft 18934 7 2 37 19 32
hecs_6_1-po-1.dft 23297 8 2 38 19 64
hecs_6_6-po-1.dft 23341 8 2 38 19 64
hecs_7_1-po-1.dft 26610 9 2 39 19 128
hecs_7_7-po-1.dft 26606 9 2 39 19 128
hecs_8_1-po-1.dft 31188 10 2 40 19 256
hecs_8_8-po-1.dft 31075 10 2 40 19 256
