benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
rc.1-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.1-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.1-10-hc-po-4.dft 16 33 31 0 11 1 21
rc.1-10-sc-po-4.dft 0 30 30 0 10 0 20
rc.1-15-hc-po-4.dft 16 48 46 0 16 1 31
rc.1-15-sc-po-4.dft 0 45 45 0 15 0 30
rc.1-2-hc-po-4.dft 15 9 7 0 3 1 5
rc.1-2-sc-po-4.dft 16 6 6 0 2 0 4
rc.1-20-hc-po-4.dft 32 63 61 0 21 1 41
rc.1-20-sc-po-4.dft 16 60 60 0 20 0 40
rc.1-25-hc-po-4.dft 0 78 76 0 26 1 51
rc.1-25-sc-po-4.dft 31 75 75 0 25 0 50
rc.1-3-hc-po-4.dft 0 12 10 0 4 1 7
rc.1-3-sc-po-4.dft 0 9 9 0 3 0 6
rc.1-30-hc-po-4.dft 47 93 91 0 31 1 61
rc.1-30-sc-po-4.dft 31 90 90 0 30 0 60
rc.1-4-hc-po-4.dft 0 15 13 0 5 1 9
rc.1-4-sc-po-4.dft 0 12 12 0 4 0 8
rc.1-5-hc-po-4.dft 32 18 16 0 6 1 11
rc.1-5-sc-po-4.dft 0 15 15 0 5 0 10
rc.10-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.10-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.10-10-hc-po-4.dft 16 33 31 0 11 1 21
rc.10-10-sc-po-4.dft 16 30 30 0 10 0 20
rc.15-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.15-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.15-15-hc-po-4.dft 15 48 46 0 16 1 31
rc.15-15-sc-po-4.dft 15 45 45 0 15 0 30
rc.2-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.2-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.2-2-hc-po-4.dft 0 9 7 0 3 1 5
rc.2-2-sc-po-4.dft 0 6 6 0 2 0 4
rc.2-3-hc-po-4.dft 0 12 10 0 4 1 7
rc.2-3-sc-po-4.dft 0 9 9 0 3 0 6
rc.2-4-hc-po-4.dft 0 15 13 0 5 1 9
rc.2-4-sc-po-4.dft 16 12 12 0 4 0 8
rc.20-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.20-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.20-20-hc-po-4.dft 32 63 61 0 21 1 41
rc.20-20-sc-po-4.dft 0 60 60 0 20 0 40
rc.25-1-hc-po-4.dft 16 6 4 0 2 1 3
rc.25-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.25-25-hc-po-4.dft 16 78 76 0 26 1 51
rc.25-25-sc-po-4.dft 30 75 75 0 25 0 50
rc.3-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.3-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.3-2-hc-po-4.dft 0 9 7 0 3 1 5
rc.3-2-sc-po-4.dft 0 6 6 0 2 0 4
rc.3-3-hc-po-4.dft 0 12 10 0 4 1 7
rc.3-3-sc-po-4.dft 0 9 9 0 3 0 6
rc.3-4-hc-po-4.dft 0 15 13 0 5 1 9
rc.3-4-sc-po-4.dft 0 12 12 0 4 0 8
rc.30-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.30-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.30-30-hc-po-4.dft 46 93 91 0 31 1 61
rc.30-30-sc-po-4.dft 32 90 90 0 30 0 60
rc.4-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.4-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.4-2-hc-po-4.dft 16 9 7 0 3 1 5
rc.4-2-sc-po-4.dft 0 6 6 0 2 0 4
rc.4-3-hc-po-4.dft 0 12 10 0 4 1 7
rc.4-3-sc-po-4.dft 0 9 9 0 3 0 6
rc.4-4-hc-po-4.dft 16 15 13 0 5 1 9
rc.4-4-sc-po-4.dft 15 12 12 0 4 0 8
rc.5-1-hc-po-4.dft 0 6 4 0 2 1 3
rc.5-1-sc-po-4.dft 0 3 3 0 1 0 2
rc.5-5-hc-po-4.dft 0 18 16 0 6 1 11
rc.5-5-sc-po-4.dft 15 15 15 0 5 0 10
