benchmarkName time maxStates maxTransitions
cm_1_1_10_dp_x-po-5.dft nan nan nan
cm_1_1_10_sp_x-po-5.dft nan nan nan
cm_1_1_11_dp_x-po-5.dft nan nan nan
cm_1_1_11_sp_x-po-5.dft nan nan nan
cm_1_1_12_dp_x-po-5.dft nan nan nan
cm_1_1_12_sp_x-po-5.dft nan nan nan
cm_1_1_13_sp_x-po-5.dft nan nan nan
cm_1_1_14_sp_x-po-5.dft nan nan nan
cm_1_1_2_dp_x-po-5.dft nan nan nan
cm_1_1_2_sp_x-po-5.dft nan nan nan
cm_1_1_3_dp_x-po-5.dft nan nan nan
cm_1_1_3_sp_x-po-5.dft nan nan nan
cm_1_1_4_dp_x-po-5.dft nan nan nan
cm_1_1_4_sp_x-po-5.dft nan nan nan
cm_1_1_5_dp_x-po-5.dft nan nan nan
cm_1_1_5_sp_x-po-5.dft nan nan nan
cm_1_1_6_dp_x-po-5.dft nan nan nan
cm_1_1_6_sp_x-po-5.dft nan nan nan
cm_1_1_7_dp_x-po-5.dft nan nan nan
cm_1_1_7_sp_x-po-5.dft nan nan nan
cm_1_1_8_dp_x-po-5.dft nan nan nan
cm_1_1_8_sp_x-po-5.dft nan nan nan
cm_1_1_9_dp_x-po-5.dft nan nan nan
cm_1_1_9_sp_x-po-5.dft nan nan nan
cm_2_1_2_dp_x-po-5.dft 1 51 76
cm_2_1_2_sp_x-po-5.dft 3 51 76
cm_2_1_3_dp_x-po-5.dft 3 202 357
cm_2_1_3_sp_x-po-5.dft 3 202 357
cm_2_1_4_dp_x-po-5.dft 29 1951 4250
cm_2_1_4_sp_x-po-5.dft 29 1951 4250
cm_2_2_2_dp_x-po-5.dft 2 51 76
cm_2_2_2_sp_x-po-5.dft 0 51 76
cm_2_2_3_dp_x-po-5.dft 2 202 357
cm_2_2_3_sp_x-po-5.dft 5 202 357
cm_2_2_4_dp_x-po-5.dft 33 1951 4250
cm_2_2_4_sp_x-po-5.dft 27 1951 4250
cm_3_1_2_dp_x-po-5.dft 3 51 76
cm_3_1_2_sp_x-po-5.dft 1 51 76
cm_3_1_3_dp_x-po-5.dft 6 202 357
cm_3_1_3_sp_x-po-5.dft 5 202 357
cm_3_1_4_dp_x-po-5.dft 41 1951 4250
cm_3_1_4_sp_x-po-5.dft 42 1951 4250
cm_3_2_2_dp_x-po-5.dft 1 51 76
cm_3_2_2_sp_x-po-5.dft 1 51 76
cm_3_2_3_dp_x-po-5.dft 6 202 357
cm_3_2_3_sp_x-po-5.dft 6 202 357
cm_3_2_4_dp_x-po-5.dft 43 1951 4250
cm_3_2_4_sp_x-po-5.dft 44 1951 4250
cm_3_3_2_dp_x-po-5.dft 3 51 76
cm_3_3_2_sp_x-po-5.dft 3 51 76
cm_3_3_3_dp_x-po-5.dft 5 202 357
cm_3_3_3_sp_x-po-5.dft 4 202 357
cm_3_3_4_dp_x-po-5.dft 45 1951 4250
cm_3_3_4_sp_x-po-5.dft 46 1951 4250
