benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
cm_1_1_10_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_10_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_11_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_11_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_12_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_12_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_13_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_14_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_2_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_2_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_3_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_3_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_4_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_4_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_5_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_5_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_6_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_6_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_7_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_7_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_8_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_8_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_9_dp_x-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_9_sp_x-po-5.dft 1200000 1 0 nan nan nan
cm_2_1_2_dp_x-po-5.dft 352 17 11 32 3 9
cm_2_1_2_sp_x-po-5.dft 305 17 11 29 3 9
cm_2_1_3_dp_x-po-5.dft 655 23 15 44 5 25
cm_2_1_3_sp_x-po-5.dft 563 23 15 41 5 25
cm_2_1_4_dp_x-po-5.dft 1865 29 19 58 38 1292
cm_2_1_4_sp_x-po-5.dft 1903 29 19 55 38 1444
cm_2_2_2_dp_x-po-5.dft 348 17 11 32 3 9
cm_2_2_2_sp_x-po-5.dft 311 17 11 29 3 9
cm_2_2_3_dp_x-po-5.dft 623 23 15 44 5 25
cm_2_2_3_sp_x-po-5.dft 562 23 15 41 5 25
cm_2_2_4_dp_x-po-5.dft 1960 29 19 58 40 1480
cm_2_2_4_sp_x-po-5.dft 1875 29 19 55 39 1482
cm_3_1_2_dp_x-po-5.dft 716 25 16 32 3 27
cm_3_1_2_sp_x-po-5.dft 596 25 16 29 3 27
cm_3_1_3_dp_x-po-5.dft 1295 34 22 44 5 125
cm_3_1_3_sp_x-po-5.dft 1179 34 22 41 5 125
cm_3_1_4_dp_x-po-5.dft 48194 43 28 58 39 56277
cm_3_1_4_sp_x-po-5.dft 45436 43 28 55 39 53352
cm_3_2_2_dp_x-po-5.dft 680 25 16 32 3 27
cm_3_2_2_sp_x-po-5.dft 600 25 16 29 3 27
cm_3_2_3_dp_x-po-5.dft 1290 34 22 44 5 125
cm_3_2_3_sp_x-po-5.dft 1174 34 22 41 5 125
cm_3_2_4_dp_x-po-5.dft 40270 43 28 58 36 46656
cm_3_2_4_sp_x-po-5.dft 46874 43 28 55 39 56316
cm_3_3_2_dp_x-po-5.dft 686 25 16 32 3 27
cm_3_3_2_sp_x-po-5.dft 599 25 16 29 3 27
cm_3_3_3_dp_x-po-5.dft 1318 34 22 44 5 125
cm_3_3_3_sp_x-po-5.dft 1194 34 22 41 5 125
cm_3_3_4_dp_x-po-5.dft 47180 43 28 58 41 56129
cm_3_3_4_sp_x-po-5.dft 45053 43 28 55 40 54400
