benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
cm_1_1_10_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_10_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_11_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_11_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_12_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_12_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_13_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_14_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_2_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_2_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_3_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_3_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_4_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_4_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_5_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_5_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_6_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_6_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_7_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_7_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_8_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_8_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_9_dp_x-po-5.dft nan nan nan nan nan nan nan
cm_1_1_9_sp_x-po-5.dft nan nan nan nan nan nan nan
cm_2_1_2_dp_x-po-5.dft 12 22 26 0 4 2 16
cm_2_1_2_sp_x-po-5.dft 11 22 26 0 4 2 16
cm_2_1_3_dp_x-po-5.dft 26 40 54 0 6 6 28
cm_2_1_3_sp_x-po-5.dft 26 40 54 0 6 6 28
cm_2_1_4_dp_x-po-5.dft 166 170 237 0 8 18 144
cm_2_1_4_sp_x-po-5.dft 172 166 231 0 8 14 144
cm_2_2_2_dp_x-po-5.dft 13 22 26 0 4 2 16
cm_2_2_2_sp_x-po-5.dft 12 22 26 0 4 2 16
cm_2_2_3_dp_x-po-5.dft 26 40 54 0 6 6 28
cm_2_2_3_sp_x-po-5.dft 26 40 54 0 6 6 28
cm_2_2_4_dp_x-po-5.dft 166 165 228 0 8 13 144
cm_2_2_4_sp_x-po-5.dft 170 165 228 0 8 13 144
cm_3_1_2_dp_x-po-5.dft 17 33 39 0 6 3 24
cm_3_1_2_sp_x-po-5.dft 18 33 39 0 6 3 24
cm_3_1_3_dp_x-po-5.dft 37 60 81 0 9 9 42
cm_3_1_3_sp_x-po-5.dft 38 60 81 0 9 9 42
cm_3_1_4_dp_x-po-5.dft 253 248 342 0 12 20 216
cm_3_1_4_sp_x-po-5.dft 253 250 341 0 12 22 216
cm_3_2_2_dp_x-po-5.dft 18 33 39 0 6 3 24
cm_3_2_2_sp_x-po-5.dft 17 33 39 0 6 3 24
cm_3_2_3_dp_x-po-5.dft 37 60 81 0 9 9 42
cm_3_2_3_sp_x-po-5.dft 39 60 81 0 9 9 42
cm_3_2_4_dp_x-po-5.dft 260 255 347 0 12 27 216
cm_3_2_4_sp_x-po-5.dft 255 248 342 0 12 20 216
cm_3_3_2_dp_x-po-5.dft 24 33 39 0 6 3 24
cm_3_3_2_sp_x-po-5.dft 17 33 39 0 6 3 24
cm_3_3_3_dp_x-po-5.dft 39 60 81 0 9 9 42
cm_3_3_3_sp_x-po-5.dft 38 60 81 0 9 9 42
cm_3_3_4_dp_x-po-5.dft 287 248 343 0 12 20 216
cm_3_3_4_sp_x-po-5.dft 263 249 351 0 12 21 216
