benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
cm_1_1_10_dp_x-po-4.dft 1200000 33 22 5 1 N/A
cm_1_1_10_sp_x-po-4.dft 1200000 33 22 5 1 N/A
cm_1_1_11_dp_x-po-4.dft 1200000 36 24 5 1 N/A
cm_1_1_11_sp_x-po-4.dft 1200000 36 24 5 1 N/A
cm_1_1_12_dp_x-po-4.dft 1200000 39 26 N/A N/A N/A
cm_1_1_12_sp_x-po-4.dft 1200000 39 26 5 1 N/A
cm_1_1_13_sp_x-po-4.dft 1200000 42 28 5 1 N/A
cm_1_1_14_sp_x-po-4.dft 1200000 45 30 5 1 N/A
cm_1_1_2_dp_x-po-4.dft 125 9 6 32 3 3
cm_1_1_2_sp_x-po-4.dft 109 9 6 29 3 3
cm_1_1_3_dp_x-po-4.dft 188 12 8 44 5 5
cm_1_1_3_sp_x-po-4.dft 172 12 8 41 5 5
cm_1_1_4_dp_x-po-4.dft 422 15 10 58 38 38
cm_1_1_4_sp_x-po-4.dft 390 15 10 55 40 40
cm_1_1_5_dp_x-po-4.dft 797 18 12 70 66 66
cm_1_1_5_sp_x-po-4.dft 734 18 12 67 78 78
cm_1_1_6_dp_x-po-4.dft 7547 21 14 84 720 720
cm_1_1_6_sp_x-po-4.dft 7797 21 14 81 711 711
cm_1_1_7_dp_x-po-4.dft 32653 24 16 96 1663 1663
cm_1_1_7_sp_x-po-4.dft 31496 24 16 93 1678 1678
cm_1_1_8_dp_x-po-4.dft 1200000 27 18 5 1 N/A
cm_1_1_8_sp_x-po-4.dft 1200000 27 18 N/A N/A N/A
cm_1_1_9_dp_x-po-4.dft 1200000 30 20 5 1 N/A
cm_1_1_9_sp_x-po-4.dft 1200000 30 20 5 1 N/A
cm_2_1_2_dp_x-po-4.dft 1200000 5 0 28 1 N/A
cm_2_1_2_sp_x-po-4.dft 1200000 5 0 28 1 N/A
cm_2_1_3_dp_x-po-4.dft 1200000 7 0 36 1 N/A
cm_2_1_3_sp_x-po-4.dft 1200000 7 0 36 1 N/A
cm_2_1_4_dp_x-po-4.dft 1200000 9 0 44 1 N/A
cm_2_1_4_sp_x-po-4.dft 1200000 9 0 44 1 N/A
cm_2_2_2_dp_x-po-4.dft 1200000 5 0 28 1 N/A
cm_2_2_2_sp_x-po-4.dft 1200000 5 0 28 1 N/A
cm_2_2_3_dp_x-po-4.dft 1200000 7 0 36 1 N/A
cm_2_2_3_sp_x-po-4.dft 1200000 7 0 36 1 N/A
cm_2_2_4_dp_x-po-4.dft 1200000 9 0 44 1 N/A
cm_2_2_4_sp_x-po-4.dft 1200000 9 0 44 1 N/A
cm_3_1_2_dp_x-po-4.dft 1200000 7 0 39 1 N/A
cm_3_1_2_sp_x-po-4.dft 1200000 7 0 39 1 N/A
cm_3_1_3_dp_x-po-4.dft 1200000 10 0 N/A N/A N/A
cm_3_1_3_sp_x-po-4.dft 1200000 10 0 51 1 N/A
cm_3_1_4_dp_x-po-4.dft 1200000 13 0 63 1 N/A
cm_3_1_4_sp_x-po-4.dft 1200000 13 0 63 1 N/A
cm_3_2_2_dp_x-po-4.dft 1200000 7 0 39 1 N/A
cm_3_2_2_sp_x-po-4.dft 1200000 7 0 39 1 N/A
cm_3_2_3_dp_x-po-4.dft 1200000 10 0 51 1 N/A
cm_3_2_3_sp_x-po-4.dft 1200000 10 0 51 1 N/A
cm_3_2_4_dp_x-po-4.dft 1200000 13 0 63 1 N/A
cm_3_2_4_sp_x-po-4.dft 1200000 13 0 63 1 N/A
cm_3_3_2_dp_x-po-4.dft 1200000 7 0 39 1 N/A
cm_3_3_2_sp_x-po-4.dft 1200000 7 0 39 1 N/A
cm_3_3_3_dp_x-po-4.dft 1200000 10 0 51 1 N/A
cm_3_3_3_sp_x-po-4.dft 1200000 10 0 51 1 N/A
cm_3_3_4_dp_x-po-4.dft 1200000 13 0 63 1 N/A
cm_3_3_4_sp_x-po-4.dft 1200000 13 0 63 1 N/A
