benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
hecs_1_1-repair-po-3.dft 12 0 2 0 0 0 0
hecs_2_1-repair-po-3.dft 113 46 188 0 0 4 42
hecs_2_2-repair-po-3.dft 114 46 188 0 0 4 42
hecs_3_1-repair-po-3.dft 171 69 282 0 0 6 63
hecs_3_3-repair-po-3.dft 170 69 282 0 0 6 63
hecs_4_1-repair-po-3.dft 225 92 376 0 0 8 84
hecs_4_2-repair-po-3.dft 226 92 376 0 0 8 84
hecs_4_3-repair-po-3.dft 226 92 376 0 0 8 84
hecs_4_4-repair-po-3.dft 226 92 376 0 0 8 84
hecs_5_1-repair-po-3.dft 283 115 470 0 0 10 105
hecs_5_5-repair-po-3.dft 316 115 470 0 0 10 105
hecs_6_1-repair-po-3.dft 341 138 564 0 0 12 126
hecs_6_6-repair-po-3.dft 337 138 564 0 0 12 126
hecs_7_1-repair-po-3.dft 397 161 658 0 0 14 147
hecs_7_7-repair-po-3.dft 411 161 658 0 0 14 147
hecs_8_1-repair-po-3.dft 466 184 752 0 0 16 168
hecs_8_8-repair-po-3.dft 467 184 752 0 0 16 168
