benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
rc.1-1-hc-repair-po-4.dft 1200000 15 13 nan nan nan
rc.1-1-sc-repair-po-4.dft 1200000 1 0 nan nan nan
rc.1-10-hc-repair-po-4.dft 1800000 26 15 10 15 nan
rc.1-10-sc-repair-po-4.dft 1800000 12 2 10 6 nan
rc.1-15-hc-repair-po-4.dft 1800000 31 15 10 15 nan
rc.1-15-sc-repair-po-4.dft 1800000 17 2 10 6 nan
rc.1-2-hc-repair-po-4.dft 387 18 15 10 15 540
rc.1-2-sc-repair-po-4.dft 98 4 2 10 6 36
rc.1-20-hc-repair-po-4.dft 1800000 36 15 10 15 nan
rc.1-20-sc-repair-po-4.dft 1800000 22 2 10 6 nan
rc.1-25-hc-repair-po-4.dft 1800000 41 15 10 15 nan
rc.1-25-sc-repair-po-4.dft 1800000 27 2 10 6 nan
rc.1-3-hc-repair-po-4.dft 1710 19 15 10 15 3240
rc.1-3-sc-repair-po-4.dft 224 5 2 10 6 216
rc.1-30-hc-repair-po-4.dft 1800000 46 15 10 15 nan
rc.1-30-sc-repair-po-4.dft 1800000 32 2 10 6 nan
rc.1-4-hc-repair-po-4.dft 6603 20 15 10 15 19440
rc.1-4-sc-repair-po-4.dft 545 6 2 10 6 1296
rc.1-5-hc-repair-po-4.dft 43220 21 15 10 15 116640
rc.1-5-sc-repair-po-4.dft 2475 7 2 10 6 7776
rc.10-1-hc-repair-po-4.dft 1200000 126 124 9 15 nan
rc.10-1-sc-repair-po-4.dft 1200000 112 111 nan nan nan
rc.10-10-hc-repair-po-4.dft 1800000 137 126 10 15 nan
rc.10-10-sc-repair-po-4.dft 1800000 123 113 10 6 nan
rc.15-1-hc-repair-po-4.dft 1200000 181 179 nan nan nan
rc.15-1-sc-repair-po-4.dft 1200000 167 166 nan nan nan
rc.15-15-hc-repair-po-4.dft 1800000 197 181 10 15 nan
rc.15-15-sc-repair-po-4.dft 1800000 183 168 10 6 nan
rc.2-1-hc-repair-po-4.dft 1200000 38 36 9 15 nan
rc.2-1-sc-repair-po-4.dft 1200000 24 23 nan nan nan
rc.2-2-hc-repair-po-4.dft 479 41 38 10 15 540
rc.2-2-sc-repair-po-4.dft 179 27 25 10 6 36
rc.2-3-hc-repair-po-4.dft 1227 42 38 10 15 3240
rc.2-3-sc-repair-po-4.dft 268 28 25 10 6 216
rc.2-4-hc-repair-po-4.dft 6318 43 38 10 15 19440
rc.2-4-sc-repair-po-4.dft 588 29 25 10 6 1296
rc.20-1-hc-repair-po-4.dft 1200000 236 234 9 15 nan
rc.20-1-sc-repair-po-4.dft 1200000 222 221 nan nan nan
rc.20-20-hc-repair-po-4.dft 1800000 257 236 10 15 nan
rc.20-20-sc-repair-po-4.dft 1800000 243 223 10 6 nan
rc.25-1-hc-repair-po-4.dft 1200000 291 289 nan nan nan
rc.25-1-sc-repair-po-4.dft 1200000 277 276 nan nan nan
rc.25-25-hc-repair-po-4.dft 1800000 317 291 10 15 nan
rc.25-25-sc-repair-po-4.dft 1800000 303 278 10 6 nan
rc.3-1-hc-repair-po-4.dft 1200000 49 47 9 15 nan
rc.3-1-sc-repair-po-4.dft 1200000 35 34 nan nan nan
rc.3-2-hc-repair-po-4.dft 544 52 49 10 15 540
rc.3-2-sc-repair-po-4.dft 225 38 36 10 6 36
rc.3-3-hc-repair-po-4.dft 1357 53 49 10 15 3240
rc.3-3-sc-repair-po-4.dft 364 39 36 10 6 216
rc.3-4-hc-repair-po-4.dft 6274 54 49 10 15 19440
rc.3-4-sc-repair-po-4.dft 663 40 36 10 6 1296
rc.30-1-hc-repair-po-4.dft 1200000 346 344 9 15 nan
rc.30-1-sc-repair-po-4.dft 1200000 332 331 nan nan nan
rc.30-30-hc-repair-po-4.dft 1800000 377 346 10 15 nan
rc.30-30-sc-repair-po-4.dft 1800000 363 333 10 6 nan
rc.4-1-hc-repair-po-4.dft 1200000 60 58 9 15 nan
rc.4-1-sc-repair-po-4.dft 1200000 46 45 nan nan nan
rc.4-2-hc-repair-po-4.dft 670 63 60 10 15 540
rc.4-2-sc-repair-po-4.dft 295 49 47 10 6 36
rc.4-3-hc-repair-po-4.dft 1420 64 60 10 15 3240
rc.4-3-sc-repair-po-4.dft 399 50 47 10 6 216
rc.4-4-hc-repair-po-4.dft 6512 65 60 10 15 19440
rc.4-4-sc-repair-po-4.dft 772 51 47 10 6 1296
rc.5-1-hc-repair-po-4.dft 1200000 71 69 9 15 nan
rc.5-1-sc-repair-po-4.dft 1200000 57 56 nan nan nan
rc.5-5-hc-repair-po-4.dft 42563 77 71 10 15 116640
rc.5-5-sc-repair-po-4.dft 2793 63 58 10 6 7776
