benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
rc.1-1-hc-repair-po-2.dft 288 9 7 24 23 36
rc.1-1-sc-repair-po-2.dft 143 5 4 20 23 23
rc.1-10-hc-repair-po-2.dft 1800000 19 8 32 40 N/A
rc.1-10-sc-repair-po-2.dft 1200000 15 5 28 40 N/A
rc.1-15-hc-repair-po-2.dft 1800000 24 8 N/A N/A N/A
rc.1-15-sc-repair-po-2.dft 1800000 20 5 33 40 N/A
rc.1-2-hc-repair-po-2.dft 480 11 8 24 40 144
rc.1-2-sc-repair-po-2.dft 307 7 5 20 40 36
rc.1-20-hc-repair-po-2.dft 1800000 29 8 42 40 N/A
rc.1-20-sc-repair-po-2.dft 1800000 25 5 38 40 N/A
rc.1-25-hc-repair-po-2.dft 1800000 34 8 47 40 N/A
rc.1-25-sc-repair-po-2.dft 1800000 30 5 43 40 N/A
rc.1-3-hc-repair-po-2.dft 762 12 8 25 40 864
rc.1-3-sc-repair-po-2.dft 480 8 5 21 40 216
rc.1-30-hc-repair-po-2.dft 1800000 39 8 52 40 N/A
rc.1-30-sc-repair-po-2.dft 1800000 35 5 48 40 N/A
rc.1-4-hc-repair-po-2.dft 2466 13 8 26 40 5184
rc.1-4-sc-repair-po-2.dft 791 9 5 22 40 1296
rc.1-5-hc-repair-po-2.dft 8509 14 8 27 40 31104
rc.1-5-sc-repair-po-2.dft 2337 10 5 23 40 7776
rc.10-1-hc-repair-po-2.dft 849 19 17 30 23 36
rc.10-1-sc-repair-po-2.dft 569 15 14 26 23 23
rc.10-10-hc-repair-po-2.dft 1800000 29 18 38 40 N/A
rc.10-10-sc-repair-po-2.dft 1200000 25 15 34 40 N/A
rc.15-1-hc-repair-po-2.dft 1814 24 22 35 23 81
rc.15-1-sc-repair-po-2.dft 976 20 19 31 23 23
rc.15-15-hc-repair-po-2.dft 1800000 39 23 48 40 N/A
rc.15-15-sc-repair-po-2.dft 1800000 35 20 44 40 N/A
rc.2-1-hc-repair-po-2.dft 323 11 9 22 23 81
rc.2-1-sc-repair-po-2.dft 167 7 6 18 23 23
rc.2-2-hc-repair-po-2.dft 540 13 10 22 40 324
rc.2-2-sc-repair-po-2.dft 332 9 7 18 40 36
rc.2-3-hc-repair-po-2.dft 975 14 10 23 40 1944
rc.2-3-sc-repair-po-2.dft 498 10 7 19 40 216
rc.2-4-hc-repair-po-2.dft 3243 15 10 24 40 11664
rc.2-4-sc-repair-po-2.dft 837 11 7 20 40 1296
rc.20-1-hc-repair-po-2.dft 2063 29 27 40 23 81
rc.20-1-sc-repair-po-2.dft 1581 25 24 36 23 23
rc.20-20-hc-repair-po-2.dft 1800000 49 28 58 40 N/A
rc.20-20-sc-repair-po-2.dft 1800000 45 25 54 40 N/A
rc.25-1-hc-repair-po-2.dft 2838 34 32 45 23 36
rc.25-1-sc-repair-po-2.dft 2295 30 29 41 23 23
rc.25-25-hc-repair-po-2.dft 1800000 59 33 68 40 N/A
rc.25-25-sc-repair-po-2.dft 1800000 55 30 64 40 N/A
rc.3-1-hc-repair-po-2.dft 374 12 10 23 23 108
rc.3-1-sc-repair-po-2.dft 191 8 7 19 23 23
rc.3-2-hc-repair-po-2.dft 598 14 11 23 40 360
rc.3-2-sc-repair-po-2.dft 365 10 8 19 40 36
rc.3-3-hc-repair-po-2.dft 863 15 11 24 40 864
rc.3-3-sc-repair-po-2.dft 547 11 8 20 40 216
rc.3-4-hc-repair-po-2.dft 3253 16 11 25 40 11664
rc.3-4-sc-repair-po-2.dft 873 12 8 21 40 1296
rc.30-1-hc-repair-po-2.dft 3799 39 37 50 23 36
rc.30-1-sc-repair-po-2.dft 3137 35 34 46 23 23
rc.30-30-hc-repair-po-2.dft 1800000 69 38 78 40 N/A
rc.30-30-sc-repair-po-2.dft 1800000 65 35 74 40 N/A
rc.4-1-hc-repair-po-2.dft 417 13 11 24 23 36
rc.4-1-sc-repair-po-2.dft 223 9 8 20 23 23
rc.4-2-hc-repair-po-2.dft 643 15 12 24 40 144
rc.4-2-sc-repair-po-2.dft 412 11 9 20 40 36
rc.4-3-hc-repair-po-2.dft 1101 16 12 25 40 1944
rc.4-3-sc-repair-po-2.dft 591 12 9 21 40 216
rc.4-4-hc-repair-po-2.dft 2006 17 12 26 40 5184
rc.4-4-sc-repair-po-2.dft 952 13 9 22 40 1296
rc.5-1-hc-repair-po-2.dft 481 14 12 25 23 81
rc.5-1-sc-repair-po-2.dft 265 10 9 21 23 23
rc.5-5-hc-repair-po-2.dft 8815 19 13 28 40 31104
rc.5-5-sc-repair-po-2.dft 2543 15 10 24 40 7776
