benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
rc.1-1-hc-po-3.dft 79 83 271 0 0 1 82
rc.1-1-sc-po-3.dft 52 65 222 0 0 0 65
rc.1-10-hc-po-3.dft 139 278 639 0 10 1 267
rc.1-10-sc-po-3.dft 128 260 590 0 10 0 250
rc.1-15-hc-po-3.dft 198 408 934 0 15 1 392
rc.1-15-sc-po-3.dft 185 390 885 0 15 0 375
rc.1-2-hc-po-3.dft 38 70 167 0 2 1 67
rc.1-2-sc-po-3.dft 26 52 118 0 2 0 50
rc.1-20-hc-po-3.dft 266 538 1229 0 20 1 517
rc.1-20-sc-po-3.dft 249 520 1180 0 20 0 500
rc.1-25-hc-po-3.dft 321 668 1524 0 25 1 642
rc.1-25-sc-po-3.dft 309 650 1475 0 25 0 625
rc.1-3-hc-po-3.dft 52 96 226 0 3 1 92
rc.1-3-sc-po-3.dft 37 78 177 0 3 0 75
rc.1-30-hc-po-3.dft 389 798 1819 0 30 1 767
rc.1-30-sc-po-3.dft 376 780 1770 0 30 0 750
rc.1-4-hc-po-3.dft 66 122 285 0 4 1 117
rc.1-4-sc-po-3.dft 51 104 236 0 4 0 100
rc.1-5-hc-po-3.dft 76 148 344 0 5 1 142
rc.1-5-sc-po-3.dft 60 130 295 0 5 0 125
rc.10-1-hc-po-3.dft 68 83 271 0 0 1 82
rc.10-1-sc-po-3.dft 51 65 222 0 0 0 65
rc.10-10-hc-po-3.dft 141 278 639 0 10 1 267
rc.10-10-sc-po-3.dft 124 260 590 0 10 0 250
rc.15-1-hc-po-3.dft 67 83 271 0 0 1 82
rc.15-1-sc-po-3.dft 51 65 222 0 0 0 65
rc.15-15-hc-po-3.dft 200 408 934 0 15 1 392
rc.15-15-sc-po-3.dft 184 390 885 0 15 0 375
rc.2-1-hc-po-3.dft 66 83 271 0 0 1 82
rc.2-1-sc-po-3.dft 52 65 222 0 0 0 65
rc.2-2-hc-po-3.dft 38 70 167 0 2 1 67
rc.2-2-sc-po-3.dft 25 52 118 0 2 0 50
rc.2-3-hc-po-3.dft 53 96 226 0 3 1 92
rc.2-3-sc-po-3.dft 39 78 177 0 3 0 75
rc.2-4-hc-po-3.dft 65 122 285 0 4 1 117
rc.2-4-sc-po-3.dft 50 104 236 0 4 0 100
rc.20-1-hc-po-3.dft 98 83 271 0 0 1 82
rc.20-1-sc-po-3.dft 53 65 222 0 0 0 65
rc.20-20-hc-po-3.dft 255 538 1229 0 20 1 517
rc.20-20-sc-po-3.dft 246 520 1180 0 20 0 500
rc.25-1-hc-po-3.dft 67 83 271 0 0 1 82
rc.25-1-sc-po-3.dft 53 65 222 0 0 0 65
rc.25-25-hc-po-3.dft 324 668 1524 0 25 1 642
rc.25-25-sc-po-3.dft 318 650 1475 0 25 0 625
rc.3-1-hc-po-3.dft 69 83 271 0 0 1 82
rc.3-1-sc-po-3.dft 53 65 222 0 0 0 65
rc.3-2-hc-po-3.dft 38 70 167 0 2 1 67
rc.3-2-sc-po-3.dft 25 52 118 0 2 0 50
rc.3-3-hc-po-3.dft 53 96 226 0 3 1 92
rc.3-3-sc-po-3.dft 38 78 177 0 3 0 75
rc.3-4-hc-po-3.dft 69 122 285 0 4 1 117
rc.3-4-sc-po-3.dft 49 104 236 0 4 0 100
rc.30-1-hc-po-3.dft 67 83 271 0 0 1 82
rc.30-1-sc-po-3.dft 52 65 222 0 0 0 65
rc.30-30-hc-po-3.dft 396 798 1819 0 30 1 767
rc.30-30-sc-po-3.dft 523 780 1770 0 30 0 750
rc.4-1-hc-po-3.dft 68 83 271 0 0 1 82
rc.4-1-sc-po-3.dft 53 65 222 0 0 0 65
rc.4-2-hc-po-3.dft 39 70 167 0 2 1 67
rc.4-2-sc-po-3.dft 24 52 118 0 2 0 50
rc.4-3-hc-po-3.dft 52 96 226 0 3 1 92
rc.4-3-sc-po-3.dft 38 78 177 0 3 0 75
rc.4-4-hc-po-3.dft 63 122 285 0 4 1 117
rc.4-4-sc-po-3.dft 51 104 236 0 4 0 100
rc.5-1-hc-po-3.dft 68 83 271 0 0 1 82
rc.5-1-sc-po-3.dft 53 65 222 0 0 0 65
rc.5-5-hc-po-3.dft 76 148 344 0 5 1 142
rc.5-5-sc-po-3.dft 60 130 295 0 5 0 125
