benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
rc.1-1-hc-repair-po-3.dft 60 23 94 0 0 2 21
rc.1-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.1-10-hc-repair-po-3.dft 572 663 1674 0 0 22 641
rc.1-10-sc-repair-po-3.dft 516 640 1580 0 0 20 620
rc.1-15-hc-repair-po-3.dft 827 983 2464 0 0 32 951
rc.1-15-sc-repair-po-3.dft 779 960 2370 0 0 30 930
rc.1-2-hc-repair-po-3.dft 159 151 410 0 0 6 145
rc.1-2-sc-repair-po-3.dft 103 128 316 0 0 4 124
rc.1-20-hc-repair-po-3.dft 1151 1303 3254 0 0 42 1261
rc.1-20-sc-repair-po-3.dft 1027 1280 3160 0 0 40 1240
rc.1-25-hc-repair-po-3.dft 1335 1623 4044 0 0 52 1571
rc.1-25-sc-repair-po-3.dft 1338 1600 3950 0 0 50 1550
rc.1-3-hc-repair-po-3.dft 220 215 568 0 0 8 207
rc.1-3-sc-repair-po-3.dft 152 192 474 0 0 6 186
rc.1-30-hc-repair-po-3.dft 1600 1943 4834 0 0 62 1881
rc.1-30-sc-repair-po-3.dft 1534 1920 4740 0 0 60 1860
rc.1-4-hc-repair-po-3.dft 154 192 474 0 0 6 186
rc.1-4-sc-repair-po-3.dft 206 256 632 0 0 8 248
rc.1-5-hc-repair-po-3.dft 318 343 884 0 0 12 331
rc.1-5-sc-repair-po-3.dft 256 320 790 0 0 10 310
rc.10-1-hc-repair-po-3.dft 69 23 94 0 0 2 21
rc.10-1-sc-repair-po-3.dft 3 0 0 0 0 0 0
rc.10-10-hc-repair-po-3.dft 567 663 1674 0 0 22 641
rc.10-10-sc-repair-po-3.dft 515 640 1580 0 0 20 620
rc.15-1-hc-repair-po-3.dft 63 23 94 0 0 2 21
rc.15-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.15-15-hc-repair-po-3.dft 844 983 2464 0 0 32 951
rc.15-15-sc-repair-po-3.dft 766 960 2370 0 0 30 930
rc.2-1-hc-repair-po-3.dft 65 23 94 0 0 2 21
rc.2-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.2-2-hc-repair-po-3.dft 158 151 410 0 0 6 145
rc.2-2-sc-repair-po-3.dft 103 128 316 0 0 4 124
rc.2-3-hc-repair-po-3.dft 215 215 568 0 0 8 207
rc.2-3-sc-repair-po-3.dft 153 192 474 0 0 6 186
rc.2-4-hc-repair-po-3.dft 267 279 726 0 0 10 269
rc.2-4-sc-repair-po-3.dft 214 256 632 0 0 8 248
rc.20-1-hc-repair-po-3.dft 73 23 94 0 0 2 21
rc.20-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.20-20-hc-repair-po-3.dft 1079 1303 3254 0 0 42 1261
rc.20-20-sc-repair-po-3.dft 1068 1280 3160 0 0 40 1240
rc.25-1-hc-repair-po-3.dft 60 23 94 0 0 2 21
rc.25-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.25-25-hc-repair-po-3.dft 1365 1623 4044 0 0 52 1571
rc.25-25-sc-repair-po-3.dft 1312 1600 3950 0 0 50 1550
rc.3-1-hc-repair-po-3.dft 61 23 94 0 0 2 21
rc.3-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.3-2-hc-repair-po-3.dft 159 151 410 0 0 6 145
rc.3-2-sc-repair-po-3.dft 101 128 316 0 0 4 124
rc.3-3-hc-repair-po-3.dft 219 215 568 0 0 8 207
rc.3-3-sc-repair-po-3.dft 154 192 474 0 0 6 186
rc.3-4-hc-repair-po-3.dft 259 279 726 0 0 10 269
rc.3-4-sc-repair-po-3.dft 205 256 632 0 0 8 248
rc.30-1-hc-repair-po-3.dft 61 23 94 0 0 2 21
rc.30-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.30-30-hc-repair-po-3.dft 1596 1943 4834 0 0 62 1881
rc.30-30-sc-repair-po-3.dft 1564 1920 4740 0 0 60 1860
rc.4-1-hc-repair-po-3.dft 60 23 94 0 0 2 21
rc.4-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.4-2-hc-repair-po-3.dft 159 151 410 0 0 6 145
rc.4-2-sc-repair-po-3.dft 102 128 316 0 0 4 124
rc.4-3-hc-repair-po-3.dft 210 215 568 0 0 8 207
rc.4-3-sc-repair-po-3.dft 153 192 474 0 0 6 186
rc.4-4-hc-repair-po-3.dft 262 279 726 0 0 10 269
rc.4-4-sc-repair-po-3.dft 205 256 632 0 0 8 248
rc.5-1-hc-repair-po-3.dft 61 23 94 0 0 2 21
rc.5-1-sc-repair-po-3.dft 4 0 0 0 0 0 0
rc.5-5-hc-repair-po-3.dft 311 343 884 0 0 12 331
rc.5-5-sc-repair-po-3.dft 266 320 790 0 0 10 310
