benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
cm_1_1_10_dp_x-po-5.dft 1200000 37 26 5 1 nan
cm_1_1_10_sp_x-po-5.dft 1200000 35 24 5 1 nan
cm_1_1_11_dp_x-po-5.dft 1200000 40 28 5 1 nan
cm_1_1_11_sp_x-po-5.dft 1200000 38 26 5 1 nan
cm_1_1_12_dp_x-po-5.dft 1200000 43 30 5 1 nan
cm_1_1_12_sp_x-po-5.dft 1200000 41 28 5 1 nan
cm_1_1_13_sp_x-po-5.dft 1200000 44 30 5 1 nan
cm_1_1_14_sp_x-po-5.dft 1200000 47 32 5 1 nan
cm_1_1_2_dp_x-po-5.dft 136 13 10 32 3 3
cm_1_1_2_sp_x-po-5.dft 120 11 8 29 3 3
cm_1_1_3_dp_x-po-5.dft 222 16 12 44 5 5
cm_1_1_3_sp_x-po-5.dft 192 14 10 41 5 5
cm_1_1_4_dp_x-po-5.dft 557 19 14 58 39 39
cm_1_1_4_sp_x-po-5.dft 433 17 12 55 40 40
cm_1_1_5_dp_x-po-5.dft 895 22 16 70 73 73
cm_1_1_5_sp_x-po-5.dft 799 20 14 67 82 82
cm_1_1_6_dp_x-po-5.dft 8388 25 18 84 726 726
cm_1_1_6_sp_x-po-5.dft 7787 23 16 81 723 723
cm_1_1_7_dp_x-po-5.dft 34343 28 20 96 1681 1681
cm_1_1_7_sp_x-po-5.dft 31918 26 18 93 1668 1668
cm_1_1_8_dp_x-po-5.dft 1200000 31 22 5 1 nan
cm_1_1_8_sp_x-po-5.dft 1200000 29 20 5 1 nan
cm_1_1_9_dp_x-po-5.dft 1200000 34 24 5 1 nan
cm_1_1_9_sp_x-po-5.dft 1200000 32 22 5 1 nan
cm_2_1_2_dp_x-po-5.dft 346 22 16 32 3 9
cm_2_1_2_sp_x-po-5.dft 336 22 16 29 3 9
cm_2_1_3_dp_x-po-5.dft 618 28 20 44 5 25
cm_2_1_3_sp_x-po-5.dft 567 28 20 41 5 25
cm_2_1_4_dp_x-po-5.dft 2034 34 24 58 38 1444
cm_2_1_4_sp_x-po-5.dft 1878 34 24 55 37 1332
cm_2_2_2_dp_x-po-5.dft 372 22 16 32 3 9
cm_2_2_2_sp_x-po-5.dft 313 22 16 29 3 9
cm_2_2_3_dp_x-po-5.dft 617 28 20 44 5 25
cm_2_2_3_sp_x-po-5.dft 589 28 20 41 5 25
cm_2_2_4_dp_x-po-5.dft 1929 34 24 58 38 1368
cm_2_2_4_sp_x-po-5.dft 1795 34 24 55 36 1152
cm_3_1_2_dp_x-po-5.dft 704 32 23 32 3 27
cm_3_1_2_sp_x-po-5.dft 657 32 23 29 3 27
cm_3_1_3_dp_x-po-5.dft 1335 41 29 44 5 125
cm_3_1_3_sp_x-po-5.dft 1195 41 29 41 5 125
cm_3_1_4_dp_x-po-5.dft 47447 50 35 58 40 56160
cm_3_1_4_sp_x-po-5.dft 44988 50 35 55 39 53391
cm_3_2_2_dp_x-po-5.dft 689 32 23 32 3 27
cm_3_2_2_sp_x-po-5.dft 597 32 23 29 3 27
cm_3_2_3_dp_x-po-5.dft 1329 41 29 44 5 125
cm_3_2_3_sp_x-po-5.dft 1182 41 29 41 5 125
cm_3_2_4_dp_x-po-5.dft 40929 50 35 58 37 47915
cm_3_2_4_sp_x-po-5.dft 42242 50 35 55 37 50653
cm_3_3_2_dp_x-po-5.dft 677 32 23 32 3 27
cm_3_3_2_sp_x-po-5.dft 599 32 23 29 3 27
cm_3_3_3_dp_x-po-5.dft 1306 41 29 44 5 125
cm_3_3_3_sp_x-po-5.dft 1196 41 29 41 5 125
cm_3_3_4_dp_x-po-5.dft 37615 50 35 58 38 43890
cm_3_3_4_sp_x-po-5.dft 45005 50 35 55 39 54756
