benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
cm_1_1_10_dp_x-po-5.dft 7 12 12 0 4 0 8
cm_1_1_10_sp_x-po-5.dft 1 3 3 0 1 0 2
cm_1_1_11_dp_x-po-5.dft 7 21 21 0 7 0 14
cm_1_1_11_sp_x-po-5.dft 14 21 21 0 7 0 14
cm_1_1_12_dp_x-po-5.dft 16 30 30 0 10 0 20
cm_1_1_12_sp_x-po-5.dft 6 9 9 0 3 0 6
cm_1_1_13_sp_x-po-5.dft 4 6 6 0 2 0 4
cm_1_1_14_sp_x-po-5.dft 17 18 18 0 6 0 12
cm_1_1_2_dp_x-po-5.dft 8 11 13 0 2 1 8
cm_1_1_2_sp_x-po-5.dft 7 11 13 0 2 1 8
cm_1_1_3_dp_x-po-5.dft 15 20 27 0 3 3 14
cm_1_1_3_sp_x-po-5.dft 14 20 27 0 3 3 14
cm_1_1_4_dp_x-po-5.dft 120 82 112 0 4 6 72
cm_1_1_4_sp_x-po-5.dft 91 81 112 0 4 5 72
cm_1_1_5_dp_x-po-5.dft 201 133 218 0 5 20 108
cm_1_1_5_sp_x-po-5.dft 197 124 193 0 5 11 108
cm_1_1_6_dp_x-po-5.dft 2999 1520 3092 0 6 100 1414
cm_1_1_6_sp_x-po-5.dft 2988 1523 3085 0 6 103 1414
cm_1_1_7_dp_x-po-5.dft 12111 3183 7561 0 7 199 2977
cm_1_1_7_sp_x-po-5.dft 11804 3196 7553 0 7 212 2977
cm_1_1_8_dp_x-po-5.dft 2 3 3 0 1 0 2
cm_1_1_8_sp_x-po-5.dft 7 18 18 0 6 0 12
cm_1_1_9_dp_x-po-5.dft 1 3 3 0 1 0 2
cm_1_1_9_sp_x-po-5.dft 4 12 12 0 4 0 8
cm_2_1_2_dp_x-po-5.dft 12 22 26 0 4 2 16
cm_2_1_2_sp_x-po-5.dft 12 22 26 0 4 2 16
cm_2_1_3_dp_x-po-5.dft 26 40 54 0 6 6 28
cm_2_1_3_sp_x-po-5.dft 27 40 54 0 6 6 28
cm_2_1_4_dp_x-po-5.dft 187 166 231 0 8 14 144
cm_2_1_4_sp_x-po-5.dft 167 169 230 0 8 17 144
cm_2_2_2_dp_x-po-5.dft 12 22 26 0 4 2 16
cm_2_2_2_sp_x-po-5.dft 11 22 26 0 4 2 16
cm_2_2_3_dp_x-po-5.dft 26 40 54 0 6 6 28
cm_2_2_3_sp_x-po-5.dft 35 40 54 0 6 6 28
cm_2_2_4_dp_x-po-5.dft 163 168 235 0 8 16 144
cm_2_2_4_sp_x-po-5.dft 171 174 245 0 8 22 144
cm_3_1_2_dp_x-po-5.dft 19 33 39 0 6 3 24
cm_3_1_2_sp_x-po-5.dft 19 33 39 0 6 3 24
cm_3_1_3_dp_x-po-5.dft 40 60 81 0 9 9 42
cm_3_1_3_sp_x-po-5.dft 39 60 81 0 9 9 42
cm_3_1_4_dp_x-po-5.dft 261 248 343 0 12 20 216
cm_3_1_4_sp_x-po-5.dft 257 250 343 0 12 22 216
cm_3_2_2_dp_x-po-5.dft 16 33 39 0 6 3 24
cm_3_2_2_sp_x-po-5.dft 18 33 39 0 6 3 24
cm_3_2_3_dp_x-po-5.dft 39 60 81 0 9 9 42
cm_3_2_3_sp_x-po-5.dft 38 60 81 0 9 9 42
cm_3_2_4_dp_x-po-5.dft 251 254 351 0 12 26 216
cm_3_2_4_sp_x-po-5.dft 255 252 348 0 12 24 216
cm_3_3_2_dp_x-po-5.dft 18 33 39 0 6 3 24
cm_3_3_2_sp_x-po-5.dft 18 33 39 0 6 3 24
cm_3_3_3_dp_x-po-5.dft 37 60 81 0 9 9 42
cm_3_3_3_sp_x-po-5.dft 37 60 81 0 9 9 42
cm_3_3_4_dp_x-po-5.dft 250 257 354 0 12 29 216
cm_3_3_4_sp_x-po-5.dft 252 249 346 0 12 21 216
