benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
rc.1-1-hc-po-5.dft 212 35 33 10 2 2
rc.1-1-sc-po-5.dft 74 15 14 10 1 1
rc.1-10-hc-po-5.dft 1329 45 34 10 2 2
rc.1-10-sc-po-5.dft 880 25 15 10 1 1
rc.1-15-hc-po-5.dft 2311 50 34 10 2 2
rc.1-15-sc-po-5.dft 1718 30 15 10 1 1
rc.1-2-hc-po-5.dft 295 37 34 10 2 2
rc.1-2-sc-po-5.dft 126 17 15 10 1 1
rc.1-20-hc-po-5.dft 3475 55 34 10 2 2
rc.1-20-sc-po-5.dft 2746 35 15 10 1 1
rc.1-25-hc-po-5.dft 5027 60 34 10 2 2
rc.1-25-sc-po-5.dft 4089 40 15 10 1 1
rc.1-3-hc-po-5.dft 379 38 34 10 2 2
rc.1-3-sc-po-5.dft 179 18 15 10 1 1
rc.1-30-hc-po-5.dft 6732 65 34 10 2 2
rc.1-30-sc-po-5.dft 5708 45 15 10 1 1
rc.1-4-hc-po-5.dft 476 39 34 10 2 2
rc.1-4-sc-po-5.dft 243 19 15 10 1 1
rc.1-5-hc-po-5.dft 580 40 34 10 2 2
rc.1-5-sc-po-5.dft 314 20 15 10 1 1
rc.10-1-hc-po-5.dft 1175 135 133 10 2 2
rc.10-1-sc-po-5.dft 751 115 114 10 1 1
rc.10-10-hc-po-5.dft 3111 145 134 10 2 2
rc.10-10-sc-po-5.dft 2451 125 115 10 1 1
rc.15-1-hc-po-5.dft 1992 190 188 10 2 2
rc.15-1-sc-po-5.dft 1488 170 169 10 1 1
rc.15-15-hc-po-5.dft 6223 205 189 10 2 2
rc.15-15-sc-po-5.dft 5234 185 170 10 1 1
rc.2-1-hc-po-5.dft 284 47 45 10 2 2
rc.2-1-sc-po-5.dft 113 27 26 10 1 1
rc.2-2-hc-po-5.dft 383 49 46 10 2 2
rc.2-2-sc-po-5.dft 175 29 27 10 1 1
rc.2-3-hc-po-5.dft 481 50 46 10 2 2
rc.2-3-sc-po-5.dft 242 30 27 10 1 1
rc.2-4-hc-po-5.dft 574 51 46 10 2 2
rc.2-4-sc-po-5.dft 318 31 27 10 1 1
rc.20-1-hc-po-5.dft 3105 245 243 10 2 2
rc.20-1-sc-po-5.dft 2434 225 224 10 1 1
rc.20-20-hc-po-5.dft 10206 265 244 10 2 2
rc.20-20-sc-po-5.dft 9036 245 225 10 1 1
rc.25-1-hc-po-5.dft 4487 300 298 10 2 2
rc.25-1-sc-po-5.dft 3627 280 279 10 1 1
rc.25-25-hc-po-5.dft 15401 325 299 10 2 2
rc.25-25-sc-po-5.dft 14102 305 280 10 1 1
rc.3-1-hc-po-5.dft 374 58 56 10 2 2
rc.3-1-sc-po-5.dft 162 38 37 10 1 1
rc.3-2-hc-po-5.dft 486 60 57 10 2 2
rc.3-2-sc-po-5.dft 237 40 38 10 1 1
rc.3-3-hc-po-5.dft 606 61 57 10 2 2
rc.3-3-sc-po-5.dft 318 41 38 10 1 1
rc.3-4-hc-po-5.dft 700 62 57 10 2 2
rc.3-4-sc-po-5.dft 397 42 38 10 1 1
rc.30-1-hc-po-5.dft 6133 355 353 10 2 2
rc.30-1-sc-po-5.dft 5075 335 334 10 1 1
rc.30-30-hc-po-5.dft 21634 385 354 10 2 2
rc.30-30-sc-po-5.dft 19776 365 335 10 1 1
rc.4-1-hc-po-5.dft 441 69 67 10 2 2
rc.4-1-sc-po-5.dft 221 49 48 10 1 1
rc.4-2-hc-po-5.dft 565 71 68 10 2 2
rc.4-2-sc-po-5.dft 296 51 49 10 1 1
rc.4-3-hc-po-5.dft 673 72 68 10 2 2
rc.4-3-sc-po-5.dft 386 52 49 10 1 1
rc.4-4-hc-po-5.dft 814 73 68 10 2 2
rc.4-4-sc-po-5.dft 513 53 49 10 1 1
rc.5-1-hc-po-5.dft 535 80 78 10 2 2
rc.5-1-sc-po-5.dft 279 60 59 10 1 1
rc.5-5-hc-po-5.dft 1089 85 79 10 2 2
rc.5-5-sc-po-5.dft 709 65 60 10 1 1
