benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
hecs_1_1-po-3.dft 78 15 14 9 2 2
hecs_2_1-po-3.dft 250 30 28 42 2 4
hecs_2_2-po-3.dft 249 30 28 42 2 4
hecs_3_1-po-3.dft 516 44 41 58 2 8
hecs_3_3-po-3.dft 484 44 41 58 2 8
hecs_4_1-po-3.dft 782 58 54 74 2 16
hecs_4_2-po-3.dft 797 58 54 74 2 16
hecs_4_3-po-3.dft 797 58 54 74 2 16
hecs_4_4-po-3.dft 797 58 54 74 2 16
hecs_5_1-po-3.dft 1188 72 67 90 2 32
hecs_5_5-po-3.dft 1188 72 67 90 2 32
hecs_6_1-po-3.dft 1718 86 80 106 2 64
hecs_6_6-po-3.dft 1765 86 80 106 2 64
hecs_7_1-po-3.dft 2266 100 93 122 2 128
hecs_7_7-po-3.dft 2262 100 93 122 2 128
hecs_8_1-po-3.dft 2937 114 106 138 2 256
hecs_8_8-po-3.dft 2938 114 106 138 2 256
