benchmarkName time maxStates maxTransitions
hecs_1_1-po-3.dft 1 32 40
hecs_2_1-po-3.dft 2 76 119
hecs_2_2-po-3.dft 2 76 119
hecs_3_1-po-3.dft 3 76 119
hecs_3_3-po-3.dft 3 76 119
hecs_4_1-po-3.dft 4 76 119
hecs_4_2-po-3.dft 4 76 119
hecs_4_3-po-3.dft 5 76 119
hecs_4_4-po-3.dft 4 76 119
hecs_5_1-po-3.dft 4 76 119
hecs_5_5-po-3.dft 5 76 119
hecs_6_1-po-3.dft 5 76 119
hecs_6_6-po-3.dft 6 76 119
hecs_7_1-po-3.dft 6 76 119
hecs_7_7-po-3.dft 7 76 119
hecs_8_1-po-3.dft 8 76 119
hecs_8_8-po-3.dft 7 76 119
