benchmarkName time maxStates maxTransitions
hecs_1_1-po-3.dft 0 32 40
hecs_2_1-po-3.dft 953 8721 26200
hecs_2_2-po-3.dft 1141 9703 27398
hecs_3_1-po-3.dft nan nan nan
hecs_3_3-po-3.dft nan nan nan
hecs_4_1-po-3.dft nan nan nan
hecs_4_2-po-3.dft nan nan nan
hecs_4_3-po-3.dft nan nan nan
hecs_4_4-po-3.dft nan nan nan
hecs_5_1-po-3.dft nan nan nan
hecs_5_5-po-3.dft nan nan nan
hecs_6_1-po-3.dft nan nan nan
hecs_6_6-po-3.dft nan nan nan
hecs_7_1-po-3.dft nan nan nan
hecs_7_7-po-3.dft nan nan nan
hecs_8_1-po-3.dft nan nan nan
hecs_8_8-po-3.dft nan nan nan
