benchmarkName time maxStates maxTransitions
rc.1-1-hc-repair-po-3.dft 72 796 1924
rc.1-1-sc-repair-po-3.dft 56 796 1924
rc.1-10-hc-repair-po-3.dft 88 282 735
rc.1-10-sc-repair-po-3.dft 105 282 641
rc.1-15-hc-repair-po-3.dft 132 282 735
rc.1-15-sc-repair-po-3.dft 120 282 641
rc.1-2-hc-repair-po-3.dft 27 282 735
rc.1-2-sc-repair-po-3.dft 16 282 641
rc.1-20-hc-repair-po-3.dft 166 282 735
rc.1-20-sc-repair-po-3.dft 157 282 641
rc.1-25-hc-repair-po-3.dft 204 282 735
rc.1-25-sc-repair-po-3.dft 202 282 641
rc.1-3-hc-repair-po-3.dft 37 282 735
rc.1-3-sc-repair-po-3.dft 22 282 641
rc.1-30-hc-repair-po-3.dft 254 282 735
rc.1-30-sc-repair-po-3.dft 243 282 641
rc.1-4-hc-repair-po-3.dft 39 282 735
rc.1-4-sc-repair-po-3.dft 33 282 641
rc.1-5-hc-repair-po-3.dft 50 282 735
rc.1-5-sc-repair-po-3.dft 41 282 641
rc.10-1-hc-repair-po-3.dft 64 796 1924
rc.10-1-sc-repair-po-3.dft 59 796 1924
rc.10-10-hc-repair-po-3.dft 95 282 735
rc.10-10-sc-repair-po-3.dft 76 282 641
rc.15-1-hc-repair-po-3.dft 68 796 1924
rc.15-1-sc-repair-po-3.dft 57 796 1924
rc.15-15-hc-repair-po-3.dft 126 282 735
rc.15-15-sc-repair-po-3.dft 125 282 641
rc.2-1-hc-repair-po-3.dft 68 796 1924
rc.2-1-sc-repair-po-3.dft 55 796 1924
rc.2-2-hc-repair-po-3.dft 24 282 735
rc.2-2-sc-repair-po-3.dft 17 282 641
rc.2-3-hc-repair-po-3.dft 32 282 735
rc.2-3-sc-repair-po-3.dft 23 282 641
rc.2-4-hc-repair-po-3.dft 41 282 735
rc.2-4-sc-repair-po-3.dft 33 282 641
rc.20-1-hc-repair-po-3.dft 69 796 1924
rc.20-1-sc-repair-po-3.dft 56 796 1924
rc.20-20-hc-repair-po-3.dft 174 282 735
rc.20-20-sc-repair-po-3.dft 159 282 641
rc.25-1-hc-repair-po-3.dft 65 796 1924
rc.25-1-sc-repair-po-3.dft 57 796 1924
rc.25-25-hc-repair-po-3.dft 202 282 735
rc.25-25-sc-repair-po-3.dft 202 282 641
rc.3-1-hc-repair-po-3.dft 72 796 1924
rc.3-1-sc-repair-po-3.dft 57 796 1924
rc.3-2-hc-repair-po-3.dft 24 282 735
rc.3-2-sc-repair-po-3.dft 15 282 641
rc.3-3-hc-repair-po-3.dft 33 282 735
rc.3-3-sc-repair-po-3.dft 23 282 641
rc.3-4-hc-repair-po-3.dft 41 282 735
rc.3-4-sc-repair-po-3.dft 34 282 641
rc.30-1-hc-repair-po-3.dft 67 796 1924
rc.30-1-sc-repair-po-3.dft 60 796 1924
rc.30-30-hc-repair-po-3.dft 255 282 735
rc.30-30-sc-repair-po-3.dft 242 282 641
rc.4-1-hc-repair-po-3.dft 67 796 1924
rc.4-1-sc-repair-po-3.dft 57 796 1924
rc.4-2-hc-repair-po-3.dft 27 282 735
rc.4-2-sc-repair-po-3.dft 18 282 641
rc.4-3-hc-repair-po-3.dft 36 282 735
rc.4-3-sc-repair-po-3.dft 25 282 641
rc.4-4-hc-repair-po-3.dft 41 282 735
rc.4-4-sc-repair-po-3.dft 32 282 641
rc.5-1-hc-repair-po-3.dft 67 796 1924
rc.5-1-sc-repair-po-3.dft 58 796 1924
rc.5-5-hc-repair-po-3.dft 53 282 735
rc.5-5-sc-repair-po-3.dft 41 282 641
