benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize
vgs_1-repair-po-1.dft 1617 3 3 N/A N/A
vgs_2-repair-po-1.dft 1421 3 3 N/A N/A
vgs_3-repair-po-1.dft 925 3 3 N/A N/A
vgs_4-repair-po-1.dft 120000 2 1 N/A N/A
vgs_5-repair-po-1.dft 998 3 3 N/A N/A
vgs_6-repair-po-1.dft 1213 3 3 N/A N/A
vgs_7-repair-po-1.dft 2189 3 3 N/A N/A
vgs_8-repair-po-1.dft 2926 3 3 N/A N/A
