benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize
rc.15-15-hc.dft 1800000 1 N/A N/A N/A
rc.15-15-sc.dft 1800000 1 N/A N/A N/A
rc.2-1-hc.dft 1200000 1 N/A N/A N/A
rc.2-1-sc.dft 812 1 N/A 39 7
rc.2-2-hc.dft 1800000 1 N/A N/A N/A
rc.2-2-sc.dft 8141 1 N/A 50 38
rc.2-3-hc.dft 1800000 1 N/A N/A N/A
rc.2-3-sc.dft 256873 1 N/A 60 188
rc.2-4-hc.dft 1800000 1 N/A N/A N/A
rc.2-4-sc.dft 1200000 1 N/A N/A N/A
rc.20-1-hc.dft 1800000 1 N/A N/A N/A
rc.20-1-sc.dft 1800000 1 N/A N/A N/A
rc.20-20-hc.dft 1800000 1 N/A N/A N/A
rc.20-20-sc.dft 1800000 1 N/A N/A N/A
rc.25-1-hc.dft 1800000 1 N/A N/A N/A
rc.25-1-sc.dft 1800000 1 N/A N/A N/A
rc.25-25-hc.dft 1800000 1 N/A N/A N/A
rc.25-25-sc.dft 1800000 1 N/A N/A N/A
rc.3-1-hc.dft 1800000 1 N/A N/A N/A
rc.3-1-sc.dft 11224 1 N/A 51 33
rc.3-2-hc.dft 1800000 1 N/A N/A N/A
rc.3-2-sc.dft 362062 1 N/A 62 212
rc.3-3-hc.dft 1800000 1 N/A N/A N/A
rc.3-3-sc.dft 1200000 1 N/A N/A N/A
rc.3-4-hc.dft 1800000 1 N/A N/A N/A
rc.3-4-sc.dft 1800000 1 N/A N/A N/A
rc.30-1-hc.dft 1800000 1 N/A N/A N/A
rc.30-1-sc.dft 1800000 1 N/A N/A N/A
rc.30-30-hc.dft 1800000 1 N/A N/A N/A
rc.30-30-sc.dft 1800000 1 N/A N/A N/A
rc.4-1-hc.dft 1800000 1 N/A N/A N/A
rc.4-1-sc.dft 471156 1 N/A 63 199
rc.4-2-hc.dft 1800000 1 N/A N/A N/A
rc.4-2-sc.dft 1200000 1 N/A N/A N/A
rc.4-3-hc.dft 1800000 1 N/A N/A N/A
rc.4-3-sc.dft 1800000 1 N/A N/A N/A
rc.4-4-hc.dft 1800000 1 N/A N/A N/A
rc.4-4-sc.dft 1800000 1 N/A N/A N/A
rc.5-1-hc.dft 1800000 1 N/A N/A N/A
rc.5-1-sc.dft 1200000 1 N/A N/A N/A
rc.5-5-hc.dft 1800000 1 N/A N/A N/A
rc.5-5-sc.dft 1800000 1 N/A N/A N/A
vgs_1.dft 1800000 1 N/A N/A N/A
vgs_2.dft 1800000 1 N/A N/A N/A
vgs_3.dft 1200000 1 N/A N/A N/A
vgs_4.dft 1200000 1 N/A N/A N/A
vgs_5.dft 1200000 1 N/A N/A N/A
vgs_6.dft 1200000 1 N/A N/A N/A
vgs_7.dft 1800000 1 N/A N/A N/A
vgs_8.dft 1800000 1 N/A N/A N/A
