benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
cm_1_1_10_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_10_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_11_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_11_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_12_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_12_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_13_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_14_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_2_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_2_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_3_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_3_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_4_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_4_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_5_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_5_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_6_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_6_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_7_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_7_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_8_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_8_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_9_dp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_1_1_9_sp_x-repair-po-5.dft nan nan nan nan nan nan nan
cm_2_1_2_dp_x-repair-po-5.dft 53 0 6 0 0 0 0
cm_2_1_2_sp_x-repair-po-5.dft 51 0 6 0 0 0 0
cm_2_1_3_dp_x-repair-po-5.dft 228 16 72 0 0 0 16
cm_2_1_3_sp_x-repair-po-5.dft 233 16 72 0 0 0 16
cm_2_1_4_dp_x-repair-po-5.dft 3513 0 12 0 0 0 0
cm_2_1_4_sp_x-repair-po-5.dft 3548 0 12 0 0 0 0
cm_2_2_2_dp_x-repair-po-5.dft 50 0 6 0 0 0 0
cm_2_2_2_sp_x-repair-po-5.dft 49 0 6 0 0 0 0
cm_2_2_3_dp_x-repair-po-5.dft 219 16 72 0 0 0 16
cm_2_2_3_sp_x-repair-po-5.dft 221 16 72 0 0 0 16
cm_2_2_4_dp_x-repair-po-5.dft 3546 0 12 0 0 0 0
cm_2_2_4_sp_x-repair-po-5.dft 3522 0 12 0 0 0 0
cm_3_1_2_dp_x-repair-po-5.dft 71 0 9 0 0 0 0
cm_3_1_2_sp_x-repair-po-5.dft 520 0 9 0 0 0 0
cm_3_1_3_dp_x-repair-po-5.dft 333 24 108 0 0 0 24
cm_3_1_3_sp_x-repair-po-5.dft 330 24 108 0 0 0 24
cm_3_1_4_dp_x-repair-po-5.dft 5396 0 18 0 0 0 0
cm_3_1_4_sp_x-repair-po-5.dft 5340 0 18 0 0 0 0
cm_3_2_2_dp_x-repair-po-5.dft 73 0 9 0 0 0 0
cm_3_2_2_sp_x-repair-po-5.dft 75 0 9 0 0 0 0
cm_3_2_3_dp_x-repair-po-5.dft 772 24 108 0 0 0 24
cm_3_2_3_sp_x-repair-po-5.dft 344 24 108 0 0 0 24
cm_3_2_4_dp_x-repair-po-5.dft 5467 0 18 0 0 0 0
cm_3_2_4_sp_x-repair-po-5.dft 5315 0 18 0 0 0 0
cm_3_3_2_dp_x-repair-po-5.dft 74 0 9 0 0 0 0
cm_3_3_2_sp_x-repair-po-5.dft 585 0 9 0 0 0 0
cm_3_3_3_dp_x-repair-po-5.dft 326 24 108 0 0 0 24
cm_3_3_3_sp_x-repair-po-5.dft 795 24 108 0 0 0 24
cm_3_3_4_dp_x-repair-po-5.dft 5404 0 18 0 0 0 0
cm_3_3_4_sp_x-repair-po-5.dft 5277 0 18 0 0 0 0
