benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
cm_1_1_10_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_10_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_11_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_11_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_12_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_12_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_13_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_14_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_2_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_2_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_3_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_3_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_4_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_4_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_5_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_5_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_6_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_6_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_7_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_7_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_8_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_8_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_1_1_9_dp_x-repair-po-5.dft 1200000 4 3 nan nan nan
cm_1_1_9_sp_x-repair-po-5.dft 1200000 1 0 nan nan nan
cm_2_1_2_dp_x-repair-po-5.dft 132123 17 11 32 15 291600
cm_2_1_2_sp_x-repair-po-5.dft 122200 17 11 29 15 291600
cm_2_1_3_dp_x-repair-po-5.dft 1800000 23 15 44 62 nan
cm_2_1_3_sp_x-repair-po-5.dft 1800000 23 15 41 62 nan
cm_2_1_4_dp_x-repair-po-5.dft 1800000 29 19 58 809 nan
cm_2_1_4_sp_x-repair-po-5.dft 1800000 29 19 55 809 nan
cm_2_2_2_dp_x-repair-po-5.dft 121436 17 11 32 15 291600
cm_2_2_2_sp_x-repair-po-5.dft 122145 17 11 29 15 291600
cm_2_2_3_dp_x-repair-po-5.dft 1800000 23 15 44 62 nan
cm_2_2_3_sp_x-repair-po-5.dft 1800000 23 15 41 62 nan
cm_2_2_4_dp_x-repair-po-5.dft 1200000 29 19 58 809 nan
cm_2_2_4_sp_x-repair-po-5.dft 1800000 29 19 55 809 nan
cm_3_1_2_dp_x-repair-po-5.dft 1800000 25 16 32 15 nan
cm_3_1_2_sp_x-repair-po-5.dft 1200000 25 16 29 15 nan
cm_3_1_3_dp_x-repair-po-5.dft 1800000 34 22 44 62 nan
cm_3_1_3_sp_x-repair-po-5.dft 1800000 34 22 41 62 nan
cm_3_1_4_dp_x-repair-po-5.dft 1800000 43 28 58 809 nan
cm_3_1_4_sp_x-repair-po-5.dft 1800000 43 28 55 809 nan
cm_3_2_2_dp_x-repair-po-5.dft 1800000 25 16 32 15 nan
cm_3_2_2_sp_x-repair-po-5.dft 1800000 25 16 29 15 nan
cm_3_2_3_dp_x-repair-po-5.dft 1200000 34 22 44 62 nan
cm_3_2_3_sp_x-repair-po-5.dft 1800000 34 22 41 62 nan
cm_3_2_4_dp_x-repair-po-5.dft 1800000 43 28 58 809 nan
cm_3_2_4_sp_x-repair-po-5.dft 1800000 43 28 55 809 nan
cm_3_3_2_dp_x-repair-po-5.dft 1800000 25 16 32 15 nan
cm_3_3_2_sp_x-repair-po-5.dft 1800000 25 16 29 15 nan
cm_3_3_3_dp_x-repair-po-5.dft 1800000 34 22 44 62 nan
cm_3_3_3_sp_x-repair-po-5.dft 1800000 34 22 41 62 nan
cm_3_3_4_dp_x-repair-po-5.dft 1800000 43 28 58 809 nan
cm_3_3_4_sp_x-repair-po-5.dft 1800000 43 28 55 809 nan
