benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
hecs_1_1-po-4.dft 1200000 1 0 nan nan nan
hecs_2_1-po-4.dft 219 3 1 9 2 4
hecs_2_2-po-4.dft 203 3 1 9 2 4
hecs_3_1-po-4.dft 438 4 1 9 2 8
hecs_3_3-po-4.dft 438 4 1 9 2 8
hecs_4_1-po-4.dft 656 5 1 9 2 16
hecs_4_2-po-4.dft 656 5 1 9 2 16
hecs_4_3-po-4.dft 657 5 1 9 2 16
hecs_4_4-po-4.dft 656 5 1 9 2 16
hecs_5_1-po-4.dft 1016 6 1 9 2 32
hecs_5_5-po-4.dft 984 6 1 9 2 32
hecs_6_1-po-4.dft 1375 7 1 9 2 64
hecs_6_6-po-4.dft 1422 7 1 9 2 64
hecs_7_1-po-4.dft 1906 8 1 9 2 128
hecs_7_7-po-4.dft 1890 8 1 9 2 128
hecs_8_1-po-4.dft 2454 9 1 9 2 256
hecs_8_8-po-4.dft 2453 9 1 9 2 256
