benchmarkName time maxStates maxTransitions
hecs_1_1-po-4.dft 0 32 40
hecs_2_1-po-4.dft 42 298 574
hecs_2_2-po-4.dft 42 298 574
hecs_3_1-po-4.dft 63 298 574
hecs_3_3-po-4.dft 62 298 574
hecs_4_1-po-4.dft 85 298 574
hecs_4_2-po-4.dft 80 298 574
hecs_4_3-po-4.dft 82 298 574
hecs_4_4-po-4.dft 83 298 574
hecs_5_1-po-4.dft 103 298 574
hecs_5_5-po-4.dft 101 298 574
hecs_6_1-po-4.dft 104 298 574
hecs_6_6-po-4.dft 107 298 574
hecs_7_1-po-4.dft 101 298 574
hecs_7_7-po-4.dft 103 298 574
hecs_8_1-po-4.dft 122 298 574
hecs_8_8-po-4.dft 97 298 574
