benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
hecs_1_1-po-4.dft 3 3 1 0 1 1 1
hecs_2_1-po-4.dft 40 54 164 0 2 0 52
hecs_2_2-po-4.dft 42 54 164 0 2 0 52
hecs_3_1-po-4.dft 75 81 246 0 3 0 78
hecs_3_3-po-4.dft 61 81 246 0 3 0 78
hecs_4_1-po-4.dft 81 108 328 0 4 0 104
hecs_4_2-po-4.dft 82 108 328 0 4 0 104
hecs_4_3-po-4.dft 81 108 328 0 4 0 104
hecs_4_4-po-4.dft 88 108 328 0 4 0 104
hecs_5_1-po-4.dft 111 135 410 0 5 0 130
hecs_5_5-po-4.dft 102 135 410 0 5 0 130
hecs_6_1-po-4.dft 102 135 410 0 5 0 130
hecs_6_6-po-4.dft 100 135 410 0 5 0 130
hecs_7_1-po-4.dft 101 135 410 0 5 0 130
hecs_7_7-po-4.dft 101 135 410 0 5 0 130
hecs_8_1-po-4.dft 122 135 410 0 5 0 130
hecs_8_8-po-4.dft 102 108 328 0 4 0 104
