benchmarkName time maxStates maxTransitions
rc.1-1-hc-po-2.dft 0 40 56
rc.1-1-sc-po-2.dft 0 40 56
rc.1-10-hc-po-2.dft 0 39 55
rc.1-10-sc-po-2.dft 0 39 55
rc.1-15-hc-po-2.dft 0 39 55
rc.1-15-sc-po-2.dft 0 39 55
rc.1-2-hc-po-2.dft 15 39 55
rc.1-2-sc-po-2.dft 0 39 55
rc.1-20-hc-po-2.dft 30 39 55
rc.1-20-sc-po-2.dft 0 39 55
rc.1-25-hc-po-2.dft 0 39 55
rc.1-25-sc-po-2.dft 15 39 55
rc.1-3-hc-po-2.dft 0 39 55
rc.1-3-sc-po-2.dft 0 39 55
rc.1-30-hc-po-2.dft 16 39 55
rc.1-30-sc-po-2.dft 15 39 55
rc.1-4-hc-po-2.dft 0 39 55
rc.1-4-sc-po-2.dft 0 39 55
rc.1-5-hc-po-2.dft 0 39 55
rc.1-5-sc-po-2.dft 0 39 55
rc.10-1-hc-po-2.dft 0 40 56
rc.10-1-sc-po-2.dft 0 40 56
rc.10-10-hc-po-2.dft 15 39 55
rc.10-10-sc-po-2.dft 15 39 55
rc.15-1-hc-po-2.dft 0 40 56
rc.15-1-sc-po-2.dft 0 40 56
rc.15-15-hc-po-2.dft 0 39 55
rc.15-15-sc-po-2.dft 15 39 55
rc.2-1-hc-po-2.dft 16 40 56
rc.2-1-sc-po-2.dft 0 40 56
rc.2-2-hc-po-2.dft 0 39 55
rc.2-2-sc-po-2.dft 0 39 55
rc.2-3-hc-po-2.dft 0 39 55
rc.2-3-sc-po-2.dft 0 39 55
rc.2-4-hc-po-2.dft 0 39 55
rc.2-4-sc-po-2.dft 0 39 55
rc.20-1-hc-po-2.dft 0 40 56
rc.20-1-sc-po-2.dft 0 40 56
rc.20-20-hc-po-2.dft 0 39 55
rc.20-20-sc-po-2.dft 0 39 55
rc.25-1-hc-po-2.dft 0 40 56
rc.25-1-sc-po-2.dft 0 40 56
rc.25-25-hc-po-2.dft 15 39 55
rc.25-25-sc-po-2.dft 16 39 55
rc.3-1-hc-po-2.dft 0 40 56
rc.3-1-sc-po-2.dft 0 40 56
rc.3-2-hc-po-2.dft 0 39 55
rc.3-2-sc-po-2.dft 0 39 55
rc.3-3-hc-po-2.dft 0 39 55
rc.3-3-sc-po-2.dft 0 39 55
rc.3-4-hc-po-2.dft 15 39 55
rc.3-4-sc-po-2.dft 0 39 55
rc.30-1-hc-po-2.dft 0 40 56
rc.30-1-sc-po-2.dft 0 40 56
rc.30-30-hc-po-2.dft 15 39 55
rc.30-30-sc-po-2.dft 0 39 55
rc.4-1-hc-po-2.dft 0 40 56
rc.4-1-sc-po-2.dft 0 40 56
rc.4-2-hc-po-2.dft 0 39 55
rc.4-2-sc-po-2.dft 0 39 55
rc.4-3-hc-po-2.dft 0 39 55
rc.4-3-sc-po-2.dft 0 39 55
rc.4-4-hc-po-2.dft 0 39 55
rc.4-4-sc-po-2.dft 0 39 55
rc.5-1-hc-po-2.dft 0 40 56
rc.5-1-sc-po-2.dft 0 40 56
rc.5-5-hc-po-2.dft 0 39 55
rc.5-5-sc-po-2.dft 0 39 55
