benchmarkName time
hecs_1_1-repair.dft 1
hecs_2_1-repair.dft 2
hecs_2_2-repair.dft 2
hecs_3_1-repair.dft 3
hecs_3_3-repair.dft 3
hecs_4_1-repair.dft 4
hecs_4_2-repair.dft 4
hecs_4_3-repair.dft 4
hecs_4_4-repair.dft 4
hecs_5_1-repair.dft 5
hecs_5_5-repair.dft 6
hecs_6_1-repair.dft 6
hecs_6_6-repair.dft 6
hecs_7_1-repair.dft 8
hecs_7_7-repair.dft 7
hecs_8_1-repair.dft 8
hecs_8_8-repair.dft 9
