benchmarkName time maxStates maxTransitions
hecs_1_1-repair-po-4.dft 1 48 113
hecs_2_1-repair-po-4.dft 1 48 113
hecs_2_2-repair-po-4.dft 1 48 113
hecs_3_1-repair-po-4.dft 3 48 113
hecs_3_3-repair-po-4.dft 1 48 113
hecs_4_1-repair-po-4.dft 2 48 113
hecs_4_2-repair-po-4.dft 2 48 113
hecs_4_3-repair-po-4.dft 2 48 113
hecs_4_4-repair-po-4.dft 2 48 113
hecs_5_1-repair-po-4.dft 4 48 113
hecs_5_5-repair-po-4.dft 3 48 113
hecs_6_1-repair-po-4.dft 3 48 113
hecs_6_6-repair-po-4.dft 2 48 113
hecs_7_1-repair-po-4.dft 6 48 113
hecs_7_7-repair-po-4.dft 3 48 113
hecs_8_1-repair-po-4.dft 2 48 113
hecs_8_8-repair-po-4.dft 4 48 113
