benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize
vgs_1-repair-po-2.dft 1695 3 3 N/A N/A
vgs_2-repair-po-2.dft 1481 3 3 N/A N/A
vgs_3-repair-po-2.dft 987 3 3 N/A N/A
vgs_4-repair-po-2.dft 120000 2 1 N/A N/A
vgs_5-repair-po-2.dft 1062 3 3 N/A N/A
vgs_6-repair-po-2.dft 1245 3 3 N/A N/A
vgs_7-repair-po-2.dft 2312 3 3 N/A N/A
vgs_8-repair-po-2.dft 2992 3 3 N/A N/A
