benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
hecs_1_1-po-5.dft 91 15 14 9 2 2
hecs_2_1-po-5.dft 236 30 28 9 2 4
hecs_2_2-po-5.dft 237 30 28 9 2 4
hecs_3_1-po-5.dft 445 44 41 9 2 8
hecs_3_3-po-5.dft 457 44 41 9 2 8
hecs_4_1-po-5.dft 740 58 54 9 2 16
hecs_4_2-po-5.dft 741 58 54 9 2 16
hecs_4_3-po-5.dft 744 58 54 9 2 16
hecs_4_4-po-5.dft 745 58 54 9 2 16
hecs_5_1-po-5.dft 1137 72 67 9 2 32
hecs_5_5-po-5.dft 1117 72 67 9 2 32
hecs_6_1-po-5.dft 1600 86 80 9 2 64
hecs_6_6-po-5.dft 1603 86 80 9 2 64
hecs_7_1-po-5.dft 2137 100 93 9 2 128
hecs_7_7-po-5.dft 2133 100 93 9 2 128
hecs_8_1-po-5.dft 2781 114 106 9 2 256
hecs_8_8-po-5.dft 2821 114 106 9 2 256
