benchmarkName time
hecs_1_1-po-4.dft 0
hecs_2_1-po-4.dft 0
hecs_2_2-po-4.dft 0
hecs_3_1-po-4.dft 1
hecs_3_3-po-4.dft 1
hecs_4_1-po-4.dft 0
hecs_4_2-po-4.dft 1
hecs_4_3-po-4.dft 0
hecs_4_4-po-4.dft 0
hecs_5_1-po-4.dft 0
hecs_5_5-po-4.dft 0
hecs_6_1-po-4.dft 0
hecs_6_6-po-4.dft 0
hecs_7_1-po-4.dft 0
hecs_7_7-po-4.dft 0
hecs_8_1-po-4.dft 1
hecs_8_8-po-4.dft 2
